year,author,journal,mass_g,se_mass_g,temperature_c,swimspeed_cm_per_s,se_swimspeed_cm_per_s,swimspeed_bodylengths_per_second,se_swimSpeed_bodylengths_per_second,mr_mgo2_per_h,se_mr_mgo2_per_h,ln_mr_mgo2_per_h,ln_mass_g,species,race,life_stage,author_notes,acclimation_temperature_c,indiv_or_mean,n,fork_length_cm,data_quality,age_dph,exogenous_or_endogenous,wetmass_or_dry,salinity_ppt,salinity_factor,smolt_factor
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,67.26122383,NA,2.354142834,NA,143.5652482,NA,4.966789623,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,67.6500919,NA,2.367753217,NA,148.547194,NA,5.000902712,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,65.18399798,NA,2.281439929,NA,157.4547757,NA,5.059138279,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,64.49811498,NA,2.257434024,NA,173.8310157,NA,5.158083653,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,63.26655112,NA,2.214329289,NA,180.9544423,NA,5.1982453,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,69.83202442,NA,2.444120855,NA,184.1346417,NA,5.215667238,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,74.3127575,NA,2.600946513,NA,187.6782139,NA,5.234728868,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,74.31691017,NA,2.601091856,NA,195.1531941,NA,5.273784861,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,75.17107526,NA,2.630987634,NA,203.6930051,NA,5.316613984,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,69.84883285,NA,2.44470915,NA,214.3905141,NA,5.367799184,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,73.71536597,NA,2.580037809,NA,224.3434111,NA,5.413177963,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,76.57527163,NA,2.680134507,NA,229.3165612,NA,5.435103412,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,78.89384683,NA,2.761284639,NA,232.8678296,NA,5.450471038,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,78.88672796,NA,2.761035479,NA,220.0535778,NA,5.393871052,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,81.29656307,NA,2.845379707,NA,248.8771235,NA,5.516959295,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,83.52763554,NA,2.923467244,NA,233.919192,NA,5.454975722,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,83.52269188,NA,2.923294216,NA,225.020406,NA,5.416191091,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,86.91957757,NA,3.042185215,NA,223.5845061,NA,5.409789446,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,89.85887836,NA,3.145060743,NA,232.4728472,NA,5.448773432,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,91.63810057,NA,3.20733352,NA,238.1617483,NA,5.472950058,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,86.08340741,NA,3.012919259,NA,247.4362761,NA,5.511153078,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,88.09705783,NA,3.083397024,NA,258.1076727,NA,5.553376834,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,88.10496768,NA,3.083673869,NA,272.3457303,NA,5.607072327,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,84.68197948,NA,2.963869282,NA,226.7960402,NA,5.424051112,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,84.9896727,NA,2.974638545,NA,224.6592321,NA,5.41458473,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,85.13580721,NA,2.979753252,NA,209.7087219,NA,5.345719529,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,82.11928649,NA,2.874175027,NA,200.8206557,NA,5.302412249,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,80.64676878,NA,2.822636907,NA,191.2151893,NA,5.253399439,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,75.38177392,NA,2.638362087,NA,165.9613279,NA,5.111754797,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,77.84213321,NA,2.724474662,NA,146.7311545,NA,4.988602031,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,78.22328917,NA,2.737815121,NA,137.8309942,NA,4.926028255,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,78.67691915,NA,2.75369217,NA,120.3877244,NA,4.790717571,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,82.78223091,NA,2.897378082,NA,143.1540487,NA,4.963921314,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,83.17011025,NA,2.910953859,NA,146.3562373,NA,4.986043631,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,87.33840421,NA,3.056844147,NA,143.493783,NA,4.96629171,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,87.8044922,NA,3.073157227,NA,148.475454,NA,5.000419651,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,82.40938029,NA,2.88432831,NA,167.0041694,NA,5.118018779,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,80.01635362,NA,2.800572377,NA,168.436496,NA,5.126558801,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,92.29926527,NA,3.230474285,NA,177.2915783,NA,5.177795712,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,96.78553525,NA,3.387493734,NA,190.8017908,NA,5.251235145,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,94.7053432,NA,3.314687012,NA,199.3520468,NA,5.295072341,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,91.85473162,NA,3.214915607,NA,211.1086143,NA,5.352372761,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,96.33862865,NA,3.371852003,NA,220.3474095,NA,5.395205435,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
1993,Thorarensen et al.,J. Exp. Biol.,362,15.9,10,96.80392566,NA,3.388137398,NA,223.9052747,NA,5.411223082,5.891644212,Oncorhynchus tshawytscha,hatchery,juvenile,NA,9.5,individual,1,30.1,1,NA,exogenous,wet,30,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,10.0621118,NA,0.314440994,NA,52.57682547,NA,3.962275442,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,7,32,1,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,28.07453416,NA,0.877329193,NA,59.49482883,NA,4.085889398,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,7,32,1,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,40.99378882,NA,1.281055901,NA,65.72103184,NA,4.185418994,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,7,32,1,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,50.0621118,NA,1.564440994,NA,94.08484559,NA,4.544196988,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,7,32,1,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,60,NA,1.875,NA,123.1404597,NA,4.813325652,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,7,32,1,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,69.06832298,NA,2.158385093,NA,151.5042734,NA,5.020613832,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,7,32,1,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,74.9068323,NA,2.340838509,NA,181.2516878,NA,5.199886606,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,7,32,1,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,79.00621118,NA,2.468944099,NA,193.7040939,NA,5.266331705,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,7,32,1,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,83.97515528,NA,2.624223602,NA,206.8483002,NA,5.331985675,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,7,32,1,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,87.95031056,NA,2.748447205,NA,226.9105099,NA,5.42455571,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,7,32,1,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,9.068322981,NA,0.283385093,NA,60.18662916,NA,4.097450221,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,2,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,26.95652174,NA,0.842391304,NA,70.56363419,NA,4.256514915,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,2,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,39.00621118,NA,1.218944099,NA,80.24883888,NA,4.385132293,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,2,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,48.07453416,NA,1.502329193,NA,93.39304525,NA,4.53681688,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,2,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,58.01242236,NA,1.812888199,NA,119.681458,NA,4.784833697,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,2,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,64.9689441,NA,2.030279503,NA,154.9632751,NA,5.043188154,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,2,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,70.93167702,NA,2.216614907,NA,211.6909026,NA,5.355127204,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,2,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,77.01863354,NA,2.406832298,NA,207.5401006,NA,5.335324577,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,2,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,81.98757764,NA,2.562111801,NA,233.136713,NA,5.451625032,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,2,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,86.95652174,NA,2.717391304,NA,264.9595284,NA,5.579577091,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,2,NA,exogenous,wet,26.5,salt,post-smolt
2001,Gallaugher et al.,J. Exp. Biol.,387,NA,9,92.91925466,NA,2.903726708,NA,306.4675485,NA,5.725111872,5.958424693,Oncorhynchus tshawytscha,NA,juvenile,NA,9,mean,9,32,3,NA,exogenous,wet,26.5,salt,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,32.201,NA,0.43280914,NA,385.2914265,NA,5.954,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,29.919,NA,0.402137097,NA,391.5056707,NA,5.97,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,29.665,NA,0.398723118,NA,421.1546054,NA,6.043,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,33.722,NA,0.453252688,NA,495.2189559,NA,6.205,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,29.412,NA,0.395322581,NA,500.1959892,NA,6.215,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,29.412,NA,0.395322581,NA,515.944912,NA,6.246,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,32.961,NA,0.443024194,NA,578.824892,NA,6.361,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,33.722,NA,0.453252688,NA,597.0494854,NA,6.392,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,29.919,NA,0.402137097,NA,588.1605766,NA,6.377,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,29.919,NA,0.402137097,NA,625.7807061,NA,6.439,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,32.961,NA,0.443024194,NA,669.8139585,NA,6.507,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,32.454,NA,0.436209677,NA,771.2403014,NA,6.648,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,32.708,NA,0.439623656,NA,833.8053651,NA,6.726,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,32.454,NA,0.436209677,NA,865.2340082,NA,6.763,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,29.919,NA,0.402137097,NA,1105.44141,NA,7.008,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,54.006,NA,0.725887097,NA,515.944912,NA,6.246,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,49.696,NA,0.667956989,NA,566.7963114,NA,6.34,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,49.442,NA,0.664543011,NA,588.1605766,NA,6.377,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,49.189,NA,0.661142473,NA,613.3894179,NA,6.419,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,56.034,NA,0.753145161,NA,716.9456244,NA,6.575,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,55.02,NA,0.739516129,NA,791.5555025,NA,6.674,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,49.189,NA,0.661142473,NA,837.9848319,NA,6.731,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,49.442,NA,0.664543011,NA,865.2340082,NA,6.763,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,49.189,NA,0.661142473,NA,969.7128532,NA,6.877,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,55.527,NA,0.746330645,NA,906.8708069,NA,6.81,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,54.006,NA,0.725887097,NA,915.9850101,NA,6.82,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,54.767,NA,0.736115591,NA,969.7128532,NA,6.877,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,55.527,NA,0.746330645,NA,1043.149728,NA,6.95,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,54.767,NA,0.736115591,NA,1093.348189,NA,6.997,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,69.473,NA,0.933776882,NA,743.2258731,NA,6.611,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,76.065,NA,1.022379032,NA,747.6986332,NA,6.617,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,69.98,NA,0.940591398,NA,804.3222521,NA,6.69,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,69.726,NA,0.937177419,NA,883.596049,NA,6.784,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,69.98,NA,0.940591398,NA,1016.377384,NA,6.924,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,69.726,NA,0.937177419,NA,1099.927998,NA,7.003,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,69.473,NA,0.933776882,NA,1145.9623,NA,7.044,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,79.108,NA,1.06327957,NA,990.2921494,NA,6.898,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,76.318,NA,1.02577957,NA,1006.26426,NA,6.914,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,76.065,NA,1.022379032,NA,1065.287506,NA,6.971,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,77.586,NA,1.042822581,NA,1093.348189,NA,6.997,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,8,76.572,NA,1.029193548,NA,1220.480607,NA,7.107,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
