year,author,journal,mass_g,se_mass_g,temperature_c,swimspeed_cm_per_s,se_swimspeed_cm_per_s,swimspeed_bodylengths_per_second,se_swimSpeed_bodylengths_per_second,mr_mgo2_per_h,se_mr_mgo2_per_h,ln_mr_mgo2_per_h,ln_mass_g,species,race,life_stage,author_notes,acclimation_temperature_c,indiv_or_mean,n,fork_length_cm,data_quality,age_dph,exogenous_or_endogenous,wetmass_or_dry,salinity_ppt,salinity_factor,smolt_factor
2003,Geist,J. Fish Biol.,5000,NA,12.5,130.123,NA,1.748965054,NA,2773.873506,NA,7.928,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,130.891,NA,1.759287634,NA,2542.746309,NA,7.841,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,130.123,NA,1.748965054,NA,2447.934777,NA,7.803,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,129.611,NA,1.742083333,NA,2354.303008,NA,7.764,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,143.955,NA,1.934879032,NA,2732.57591,NA,7.913,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,143.955,NA,1.934879032,NA,2895.751668,NA,7.971,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,143.955,NA,1.934879032,NA,3038.137676,NA,8.019,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,141.65,NA,1.903897849,NA,2841.251775,NA,7.952,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,143.955,NA,1.934879032,NA,3330.907272,NA,8.111,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,144.211,NA,1.938319892,NA,2366.104001,NA,7.769,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,146.773,NA,1.972755376,NA,3774.412423,NA,8.236,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,149.846,NA,2.01405914,NA,3477.260326,NA,8.154,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,149.59,NA,2.01061828,NA,3171.627049,NA,8.062,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,149.334,NA,2.007177419,NA,2995.900101,NA,8.005,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,150.102,NA,2.0175,NA,2746.273004,NA,7.918,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,150.102,NA,2.0175,NA,2604.510425,NA,7.865,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,150.102,NA,2.0175,NA,2460.205101,NA,7.808,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,169.57,NA,2.279166667,NA,2494.890202,NA,7.822,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,169.314,NA,2.275725806,NA,2694.586394,NA,7.899,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,169.314,NA,2.275725806,NA,2812.980848,NA,7.942,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,169.314,NA,2.275725806,NA,3022.984901,NA,8.014,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,166.24,NA,2.234408602,NA,3297.764191,NA,8.101,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,164.959,NA,2.21719086,NA,3579.577301,NA,8.183,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,169.826,NA,2.282607527,NA,3561.724084,NA,8.178,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,170.082,NA,2.286048387,NA,3411.816069,NA,8.135,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,168.033,NA,2.258508065,NA,3459.917418,NA,8.149,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,165.215,NA,2.22063172,NA,4175.5443,NA,8.337,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,169.314,NA,2.275725806,NA,4113.378544,NA,8.322,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,189.549,NA,2.547701613,NA,3459.917418,NA,8.149,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,189.549,NA,2.547701613,NA,3597.520007,NA,8.188,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,188.525,NA,2.533938172,NA,3808.535458,NA,8.245,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,188.012,NA,2.527043011,NA,4035.962137,NA,8.303,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,191.598,NA,2.575241935,NA,4092.862983,NA,8.317,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,12.5,214.908,NA,2.888548387,NA,4420.464235,NA,8.394,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,28.885,NA,0.388239247,NA,469.1863386,NA,6.151,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,32.209,NA,0.432916667,NA,494.2295078,NA,6.203,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,28.63,NA,0.384811828,NA,547.8491635,NA,6.306,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,33.231,NA,0.446653226,NA,571.3488678,NA,6.348,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,33.487,NA,0.450094086,NA,659.8417279,NA,6.492,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,33.487,NA,0.450094086,NA,702.0467519,NA,6.554,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,28.119,NA,0.377943548,NA,695.06127,NA,6.544,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,32.975,NA,0.443212366,NA,766.6267142,NA,6.642,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,28.885,NA,0.388239247,NA,778.2127933,NA,6.657,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,29.141,NA,0.391680108,NA,811.5938254,NA,6.699,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,32.209,NA,0.432916667,NA,815.6619564,NA,6.704,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,29.141,NA,0.391680108,NA,899.6447831,NA,6.802,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,29.141,NA,0.391680108,NA,937.2968115,NA,6.843,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,33.998,NA,0.456962366,NA,961.9860986,NA,6.869,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,49.847,NA,0.669986559,NA,620.173948,NA,6.43,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,54.448,NA,0.731827957,NA,630.1765385,NA,6.446,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,49.591,NA,0.666545699,NA,790.7643426,NA,6.673,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,49.847,NA,0.669986559,NA,854.0587625,NA,6.75,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,49.847,NA,0.669986559,NA,880.949233,NA,6.781,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,54.959,NA,0.738696237,NA,863.5052694,NA,6.761,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,54.703,NA,0.735255376,NA,895.1577861,NA,6.797,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,56.237,NA,0.755873656,NA,914.1548708,NA,6.818,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,54.448,NA,0.731827957,NA,942.9374975,NA,6.849,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,49.847,NA,0.669986559,NA,1050.477393,NA,6.957,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,49.847,NA,0.669986559,NA,1201.108309,NA,7.091,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,55.726,NA,0.749005376,NA,1117.66839,NA,7.019,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,50.102,NA,0.673413978,NA,1654.0796,NA,7.411,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,54.192,NA,0.728387097,NA,1579.715427,NA,7.365,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,55.982,NA,0.752446237,NA,1432.24726,NA,7.267,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,69.785,NA,0.93797043,NA,867.8336076,NA,6.766,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,69.785,NA,0.93797043,NA,1050.477393,NA,6.957,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,69.53,NA,0.934543011,NA,1088.983531,NA,6.993,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,70.041,NA,0.94141129,NA,1245.13595,NA,7.127,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,69.53,NA,0.934543011,NA,1311.596006,NA,7.179,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,69.785,NA,0.93797043,NA,1680.757729,NA,7.427,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,69.53,NA,0.934543011,NA,1921.766319,NA,7.561,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,76.431,NA,1.027298387,NA,1962.550143,NA,7.582,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,77.965,NA,1.047916667,NA,1751.100979,NA,7.468,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,77.71,NA,1.044489247,NA,1305.054394,NA,7.174,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,75.665,NA,1.017002688,NA,1292.068886,NA,7.164,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,78.476,NA,1.054784946,NA,1252.629223,NA,7.133,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,77.71,NA,1.044489247,NA,1164.445166,NA,7.06,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,75.92,NA,1.020430108,NA,1134.559785,NA,7.034,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,75.665,NA,1.017002688,NA,1170.281971,NA,7.065,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,88.701,NA,1.192217742,NA,1183.226136,NA,7.076,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,88.701,NA,1.192217742,NA,1346.144689,NA,7.205,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,88.957,NA,1.195658602,NA,1587.633783,NA,7.37,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,89.468,NA,1.202526882,NA,1672.374915,NA,7.422,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,88.957,NA,1.195658602,NA,1779.343936,NA,7.484,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,88.957,NA,1.195658602,NA,1863.105504,NA,7.53,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,89.213,NA,1.199099462,NA,1972.387467,NA,7.587,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,97.393,NA,1.309045699,NA,1402.483679,NA,7.246,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,109.918,NA,1.477392473,NA,1339.430764,NA,7.2,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,109.918,NA,1.477392473,NA,1595.59183,NA,7.375,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,99.182,NA,1.333091398,NA,1571.836563,NA,7.36,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,99.182,NA,1.333091398,NA,1637.621233,NA,7.401,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,101.994,NA,1.370887097,NA,1788.262934,NA,7.489,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,100.204,NA,1.346827957,NA,1844.567294,NA,7.52,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,97.904,NA,1.315913978,NA,1893.154946,NA,7.546,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,98.415,NA,1.322782258,NA,2303.073928,NA,7.742,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,101.227,NA,1.360577957,NA,2326.220206,NA,7.752,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,109.663,NA,1.473965054,NA,2966.090397,NA,7.995,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,109.407,NA,1.470524194,NA,2787.777605,NA,7.933,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,110.174,NA,1.480833333,NA,2326.220206,NA,7.752,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,109.918,NA,1.477392473,NA,2243.965742,NA,7.716,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,120.143,NA,1.614825269,NA,1972.387467,NA,7.587,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,122.444,NA,1.645752688,NA,2065.236445,NA,7.633,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,130.112,NA,1.748817204,NA,2186.374562,NA,7.69,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,129.601,NA,1.741948925,NA,1844.567294,NA,7.52,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,122.955,NA,1.652620968,NA,2314.618134,NA,7.747,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,120.143,NA,1.614825269,NA,2411.489776,NA,7.788,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,120.143,NA,1.614825269,NA,2514.929373,NA,7.83,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,121.677,NA,1.635443548,NA,2633.318192,NA,7.876,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,129.601,NA,1.741948925,NA,2729.8447,NA,7.912,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,129.601,NA,1.741948925,NA,2966.090397,NA,7.995,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,129.857,NA,1.745389785,NA,3374.491752,NA,8.124,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,122.699,NA,1.649180108,NA,3357.661404,NA,8.119,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
2003,Geist,J. Fish Biol.,5000,NA,17,140.849,NA,1.89313172,NA,2014.245575,NA,7.608,8.517193191,Oncorhynchus tshawytscha,spring run,adult,NA,NA,individual,1,74.4,1,NA,exogenous,wet,0,fresh,post-smolt
