BASS,SASQ,Shade,EmergVegDensity,EmergWMDensity,Depth5,Depth10,Depth15,Substrate5,Substrate10,Substrate15,Vel5,Vel10,Vel15
0,0,A,A,A,1.7,3.2,5.7,M,M,M/R,0.47,0.44,0.83
0,0,A,A,A,0.6,1.6,2.9,M/R,M/R,R,0.25,0.35,0.44
0,0,A,A,A,1.4,3,4.9,R,R,R,0.39,0.37,0.91
0,0,A,A,A,1.1,2,3.4,R,R,R,0.24,0.59,0.78
0,0,A,A,S,1.7,2.8,5,R,R,R,0.14,0.36,0.95
0,0,A,A,A,1.9,3.5,4.6,R,R,R,0.56,0.84,1.32
0,0,A,A,A,1.8,3.9,6.1,R,R,R,0.35,0.66,1.29
0,0,A,A,A,1.4,3.7,6.8,R,R,R,0.64,0.83,1.57
1,0,A,A,A,2.5,4.6,7,R,R,R,0.39,0.99,1.13
0,0,A,A,A,1.8,3.5,6.2,R,R,R,0.04,0.13,0.74
0,0,A,A,A,1.4,3.7,5.1,R,R,R,0.02,0.76,0.9
0,0,A,A,A,2,2.9,3.7,R,R,R,0.34,0.2,0.62
0,0,A,A,A,1.4,2.4,3.6,R,M/R,M/R,0.16,0.19,0.48
0,0,A,A,A,1.1,2.7,4.3,R,M/R,M,0.1,0.21,0.27
0,0,A,A,A,1.1,2.5,5.2,R,M/R,R,0.07,0.25,0.68
0,0,A,A,A,1.7,3.3,5.2,R,M/R,R,0.23,0.34,0.44
0,0,A,A,A,1.6,4,7.6,R,M/R,M/R,0.13,0.23,0.47
0,0,A,A,A,1.8,4.6,6.2,R,R,M/R,0.19,0.4,1.09
0,0,A,A,A,1.6,4.6,9.1,R,R,M/R,0.07,0.13,0.48
0,0,A,A,S,1.5,2.6,4.7,R,M,M,0.28,0.44,0.53
0,0,A,A,S,1.5,3.6,5.5,M/R,M,M/R,0.2,0.43,0.5
1,0,P,A,S,1.1,2,5.4,M/R,M,M,0.04,0.31,0.5
1,0,P,A,A,1.2,2.2,3.9,M/R,M,M,0.01,0.08,0.38
0,0,P,A,A,1.2,2.4,3.8,M,M,M,0.31,0.26,0.78
0,0,A,A,A,0.9,2.2,6,M/R,M/R,M/R,0.11,0.08,0.22
0,0,A,A,S,1.5,2.4,5.1,M,M,M/R,0.13,0.03,0.44
0,0,A,A,A,1.7,3.2,9,M/R,R,R,0.4,0.52,0.78
0,0,A,A,A,1.6,2.1,3,M/R,R,M/R,0.01,0.28,0.31
0,0,A,A,A,1.4,4.1,7.6,R,M/R,R,0.05,0.41,0.57
0,0,A,A,S,0.7,1.3,2.1,M,M,M,0.14,0.12,0.62
0,0,A,A,A,2,4.9,9.4,R,M/R,M/R,0.15,0.07,0.23
0,0,A,A,A,1.6,5.4,7.8,M/R,M/R,M/R,0.23,0.39,0.72
0,0,A,A,1,1.9,5,5.2,M/R,M/R,M/R,0.37,0.71,1.36
0,0,A,A,M,2.6,4.9,8.8,M/R,M/R,M,0.03,0.37,0.8
0,0,A,A,A,0.8,2,4.7,M/R,R,R,0.05,0.18,0.22
0,0,P,A,A,0.8,1.8,5.8,R,R,R,0.04,0.16,0.75
1,0,P,A,S,1.4,2,3.5,M/R,R,R,0.04,0.02,0.35
0,0,A,A,A,0.5,1.1,2.3,M,M,M,0.02,0.15,0.19
0,0,A,A,A,0.6,1.1,2.3,M,M,M,0.02,0.04,0.1
0,0,A,A,M,0.9,1.5,4.5,M,M,M,0.06,0.16,0.31
0,0,A,A,M,0.9,2,4.5,M,M,M,0.74,1.03,1.14
0,0,A,A,A,0.6,1.2,2.2,M,M,M,0.06,0.02,0.56
0,0,A,A,A,0.7,1.2,4.6,M,M,M,0.04,0.17,0.43
0,0,A,A,A,0.6,1.2,4.5,M,M,M,0.21,0.27,0.72
0,0,A,A,A,0.5,1.1,2.8,M,M,M,0.03,0.03,0.65
0,0,A,A,A,0.6,1.1,1.8,M,M,M,0.05,0.05,0.11
0,0,A,A,A,0.6,1.3,4.9,M,M,M,0.19,0.09,0.6
0,0,A,A,A,0.5,1,1.5,M,M,M,0.13,0.14,0.47
0,0,A,A,A,0.8,4,5.8,M,M,M,0.05,0.36,0.82
0,0,A,A,A,0.6,2.7,5,M,M,M,0.01,0.21,0.44
0,0,A,A,M,1,3.4,4.6,M,M,M,0.7,0.51,1.13
0,0,A,A,S,1.2,2.6,3.7,M,M,M,0.19,0.6,1.04
0,0,A,A,S,2,3.7,6.3,M,M,M,0.29,0.29,0.35
0,0,A,A,S,1.6,3.8,5.7,M,M,M,0.2,0.08,0.08
0,0,A,A,A,1.7,3.5,6.6,R,R,R,0.03,0.24,0.23
0,0,A,A,A,2.1,3.7,7.3,R,M/R,M,0,0.16,0.24
0,0,A,A,A,1.4,4.7,7.2,R,R,M/R,0.16,0.17,0.3
0,0,A,A,A,1.6,3.9,7,R,M/R,M,0.09,0.18,0.18
0,0,A,A,A,3.2,4.9,7.9,M/R,M/R,M,0.18,0.25,0.15
0,0,A,A,A,2.1,4.5,7.8,R,M/R,M,0.12,0.16,0.28
0,0,A,A,A,1.8,4.4,7.6,R,M/R,M/R,0.01,0.09,0.3
0,0,A,A,A,1.4,3.6,6,R,R,M/R,0,0.02,0.21
0,0,A,A,A,1.9,4.3,7.1,R,R,R,0.12,0.18,0.15
1,0,A,A,A,2.4,4.2,8.1,R,R,R,0.15,0.22,0.21
0,0,A,A,A,2.7,4.8,7.1,R,M/R,M/R,0.09,0.14,0.42
0,0,A,A,A,2.7,3.9,6.6,R,R,M/R,0.08,0.14,0.23
0,0,A,A,A,2.7,4,7.2,R,R,R,0.12,0.26,0.29
0,0,A,A,A,3.2,4.9,7.7,R,M/R,M/R,0.01,0.13,0.23
0,0,A,A,A,2.7,5.2,8.6,R,R,M/R,0.15,0.34,0.14
0,0,A,A,S,0.6,1.2,1.7,M,M,M,0.01,0.07,0.19
0,0,A,A,H,0.8,1.3,1.7,M,M,M,0.05,0.12,0.33
0,0,A,A,S,1.2,1.9,2.5,M,M,M,0.01,0.13,0.24
0,0,A,A,H,2,2.5,2.9,M,M,M,0.1,0.16,0.22
0,0,A,A,M,0.4,1.1,1.6,M,M,M,0.04,0.15,0.16
0,0,A,A,H,1.6,2,2.3,M,M,M,0.14,0.21,0.06
0,0,P,A,M,0.4,1.4,1.6,M,M,M,0.13,0.12,0.14
0,0,A,A,H,0.8,1.5,1.9,M,M,M,0.04,0.12,0.23
0,0,A,A,H,1.1,1.6,2,M,M,M,0.01,0.02,0.05
0,0,A,A,H,1.9,2.4,3.9,M,M,M,0.03,0.05,0.09
0,0,A,A,H,1.6,2.5,3.1,M,M,M,0.15,0.11,0.04
0,0,A,A,H,2.6,3.9,6.4,M,M,M,0.01,0.05,0.06
0,0,A,A,H,0.9,1.3,1.7,M,M,M,0.05,0.16,0.16
1,0,A,A,A,2.1,5.1,7,R,R,M/R,0.23,0.23,0.39
0,0,A,A,A,2.6,3.1,5,R,M/R,M/R,0.07,0.16,0.26
0,0,A,A,S,2.6,3.1,4.6,R,M/R,M/R,0.07,0.11,0.25
0,0,A,A,A,2.4,2.9,3,R,M/R,M/R,0.07,0.11,0.19
0,0,A,A,A,1.6,3.8,5.8,R,M/R,M/R,0.17,0.1,0.17
0,0,P,A,A,2.6,5.3,6.7,R,M/R,M/R,0.09,0.16,0.48
0,0,A,A,A,2.2,6.4,8.5,R,M/R,M/R,0.14,0.29,0.36
0,0,P,A,A,2.1,4.3,6.6,R,M/R,M,0.08,0.3,0.19
0,0,A,A,S,2.6,4.6,5.8,R,M/R,M,0.12,0.24,0.41
0,0,A,A,A,2.4,3,4.4,R,M/R,M,0.18,0.19,0.39
0,0,A,A,S,1.6,3,3.8,R,M/R,M/R,0.06,0.16,0.19
0,0,P,A,A,1.6,2.8,3.2,R,M,M,0.05,0.08,0.13
0,0,A,A,S,1.2,2.9,3.3,R,M/R,M,0.09,0.19,0.21
0,0,A,A,S,2.4,4.6,6.7,R,M,M,0.07,0.17,0.48
0,0,P,A,S,1.3,5.4,6.9,R,M/R,M,0.2,0.31,0.38
0,0,P,A,M,2.9,4.9,6.8,R,R,R,0.03,0.29,0.35
0,0,P,A,A,1,3.3,4.4,R,M/R,M,0.12,0.49,0.61
0,0,P,A,A,1.4,2.6,4.4,R,R,M/R,0.2,0.26,0.52
0,0,P,A,S,2.4,4.4,6.2,R,M/R,M/R,0.31,0.42,0.49
1,0,P,A,A,1,2.2,5.3,R,R,M/R,0.05,0.28,0.39
0,0,A,A,A,1.2,3.2,5.7,R,R,M/R,0.09,0.27,0.47
0,0,P,A,A,1.2,3.4,5.6,R,R,M/R,0.11,0.21,0.34
0,0,P,A,S,1.3,4.1,7.7,M/R,M/R,M,0.05,0.22,0.38
1,0,P,A,S,1.3,3.8,5.7,R,M/R,M/R,0.07,0.15,0.25
0,0,P,A,M,1,3.2,8,R,R,M/R,0.07,0.05,0.28
0,0,P,A,A,1.3,2.4,3.9,R,R,R,0.09,0.37,0.4
1,0,P,A,A,1.2,3.2,4.7,R,R,R,0.17,0.36,0.37
0,0,P,A,A,1.4,3.4,4.3,R,R,M,0.01,0.1,0.29
0,0,A,A,S,1.6,3.2,4.2,R,R,R,0.22,0.31,0.66
1,0,A,A,A,1.9,3.3,5.5,R,R,M/R,0.06,0.28,0.66
0,0,A,A,A,1.1,1.9,1.1,M/R,M/R,M,0.13,0.09,0.15
0,0,A,M,A,0.8,1,2,R,M/R,M/R,0.07,0.03,0.13
0,0,A,A,A,0.6,0.9,1.6,M/R,M/R,M/R,0.04,0.01,0.08
0,0,A,M,A,1,0.7,0.7,M/R,M/R,M/R,0.1,0.03,0.01
0,0,A,A,A,0.8,1,1.4,M/R,M/R,M/R,0.05,0.08,0.02
0,0,A,A,A,0.8,1,1.6,M/R,M/R,M/R,0.03,0.11,0.06
0,0,A,S,A,0.7,0.8,1.1,M/R,M/R,M/R,0.03,0.01,0.03
0,0,A,S,A,0.5,0.7,1.4,M/R,M/R,M/R,0.04,0.1,0.05
0,0,A,M,A,0.6,0.8,0.9,M/R,M/R,M/R,0.11,0.09,0.15
0,0,A,M,A,0.8,1.2,1.2,M/R,M/R,R,0.06,0.28,0.18
0,0,A,A,A,1.2,1.4,2.1,M/R,R,M/R,0.13,0.02,0.12
0,0,A,S,A,0.9,1.8,2.6,M/R,R,M/R,0.5,0.46,0.24
0,0,A,H,A,0.8,3.1,4.4,R,M/R,M,0.21,0.31,0.44
0,0,A,M,A,0.6,1.1,1.5,M/R,M/R,R,0.03,0.06,0.06
0,0,A,A,A,0.4,0.8,1.3,M/R,M/R,M/R,0.05,0.09,0.05
0,0,A,S,A,0.4,0.6,1,M/R,M/R,R,0.02,0.07,0.06
0,0,A,A,A,0.4,0.7,1,M/R,M/R,R,0.14,0.07,0.17
0,0,A,A,A,1.3,2.2,2.8,R,M,M,0.15,0.4,0.42
0,0,A,A,A,1.4,2,2.4,R,M,M,0.16,0.32,0.34
0,0,A,A,S,1.7,2,2.4,M/R,M,M,0.14,0.26,0.4
0,0,A,A,A,1.1,2,2.5,R,M,M,0.04,0.21,0.32
0,0,A,A,A,1.6,2,2.6,R,M,M,0.11,0.21,0.44
0,0,A,A,M,1.4,2.2,2.9,R,M,M,0.21,0.32,0.47
0,0,A,A,A,1.6,2.6,3.2,R,M,M,0.12,0.36,0.34
0,0,A,A,A,1.4,3.1,4.8,R,M,M,0.12,0.33,0.61
0,0,A,A,S,1.4,3.1,5.3,R,M/R,M/R,0.29,0.45,0.59
0,1,A,A,A,1,3.5,5,R,M/R,M,0.12,0.29,0.53
0,0,A,A,S,1.7,3.3,4.7,R,M,M,0.09,0.2,0.49
1,0,A,A,A,1.1,3,4.9,R,R,M,0.34,0.08,0.6
1,0,A,A,A,1.7,3.1,4.8,R,M,M,0.15,0.3,0.51
0,0,A,A,A,1.3,2.7,4.1,R,M,M,0.02,0.21,0.29
1,0,A,A,A,1.8,2.8,3.7,R,M/R,M,0,0.3,0.3
0,0,A,A,A,1.4,2.9,4.2,R,M/R,M,0.31,0.44,0.64
0,0,A,A,A,0.5,1,2.3,M/R,M/R,M/R,0.07,0.07,0.12
0,0,A,A,A,0.7,1.2,3.6,M/R,M/R,M/R,0.07,0.14,0.24
0,0,A,S,S,0.7,0.9,2.4,M/R,M/R,M/R,0.02,0.16,0.24
0,0,A,A,A,0.5,1.5,3.6,M,M/R,M/R,0.02,0.14,0.27
0,0,A,A,A,0.4,0.9,2.8,M/R,M/R,M,0.05,0.06,0.02
0,0,A,A,A,0.3,0.7,2.7,R,M,M/R,0.03,0.04,0.01
0,0,A,A,S,0.5,0.9,3.2,M/R,R,M/R,0.09,0.07,0.06
0,0,A,A,S,0.5,1.1,1.7,M/R,R,M,0.01,0.11,0.03
0,0,A,A,A,0.3,1.1,2.8,R,M,M/R,0,0.13,0
0,0,A,A,A,0.5,0.8,1.9,M,M/R,R,0.03,0.03,0.06
0,0,A,A,A,0.5,1.3,2.2,M/R,R,M,0.03,0.11,0.22
0,0,A,A,A,0.5,0.8,2.7,M,M/R,M/R,0.03,0.05,0.1
1,0,A,A,A,0.4,1,3.7,M/R,R,M,0.12,0.07,0.04
0,0,A,A,S,0.5,2.1,3.9,R,M/R,M/R,0.01,0.02,0.02
1,0,A,A,A,0.4,0.9,3.5,R,R,M/R,0.12,0.26,0.6
0,0,C,S,A,3.1,5.6,6.3,M,M,M,0.17,0.35,0.73
0,0,C,M,S,4.6,6,6.8,M,M,M,0.29,0.45,0.62
0,0,C,H,M,3.9,5.9,6.9,M,M,M,0.52,0.73,0.87
0,0,C,M,M,4.6,6.3,7.3,M,M,M,0.46,0.55,1.05
0,0,C,M,S,3.5,4.9,6.4,M,M,M,0.06,0.98,0.94
0,0,C,M,S,3.5,4.7,6.1,M,M,M,0.09,0.47,1.02
0,0,C,M,S,4.3,5.6,6.4,M,M,M,0.08,0.73,1.16
0,0,C,M,A,3.6,6,7.2,M,M,M,0.19,0.67,1.18
0,0,C,M,S,4.2,6.5,7.3,M,M,M,0.03,0.27,0.68
0,0,C,M,S,4.8,6.3,7.1,M,M,M,0.24,0.36,0.49
0,0,C,S,A,3.7,6.2,6.9,M,M,M,0.12,0.2,0.58
0,0,C,S,A,4.2,4.9,6.1,M,M,M,0.61,0.64,1.3
0,0,C,S,S,4.7,6.3,7,M,M,M,-0.11,0.29,1.18
0,0,C,S,M,5.6,6.5,7.5,M,M,M,0.9,1.42,1.53
0,0,C,S,S,2.5,5.4,6.4,M,M,M,0.56,0.93,0.81
0,0,C,S,A,3,6.5,7.1,M,M,M,0.04,0.45,0.64
0,0,C,S,A,4.9,6.7,7.7,M,M,M,0.51,1.25,1.5
0,0,C,S,A,4,5.8,6.6,M,M,M,0.2,0.58,1
0,0,C,S,M,4.4,6.1,8.1,M,M,M,0.03,0.27,1.68
0,0,C,S,S,2.7,4.5,5.6,M,M,M,0.32,0.76,1.35
0,0,C,S,S,2.6,5.6,7.2,M,M,M,0.06,1.35,1.77
0,0,C,M,A,3.9,5.8,7.7,M,M,M,-0.16,1.24,2.07
0,0,C,A,S,2.3,4.4,5.6,M,M,M,0.05,0.24,1.39
0,0,C,S,S,2.6,7.3,9.9,M,M,M,-0.16,0.54,1.77
0,0,C,M,A,2.5,8.6,11.1,M,M,M,-0.38,1.4,1.01
0,0,C,S,S,2.8,4.8,6.3,M,M,M,0.26,0.94,1.34
0,0,C,H,A,1.9,3.2,4.4,G,G,G,0.54,0.68,1.26
0,0,C,H,S,1.6,2.8,3.9,M/G,G,G,0.6,1.02,1.6
0,0,C,H,A,1.7,3.1,4.8,M/G,G,G,0.2,0.88,1.5
0,0,C,M,A,1.9,3.2,4.3,M/G,G,G,-0.03,0.69,1.13
0,0,C,H,A,1.9,3.7,4.8,M/G,G,G,0.01,0.53,1.82
0,0,C,H,A,1.9,3,4.7,M/G,M/G,G,0.25,1.02,1.71
0,0,C,H,A,1.8,3.3,4.8,M/G,G,G,0.22,1.28,1.75
0,0,C,H,A,1.7,3.4,5.2,M/G,M/G,G,0.66,1.06,1.55
0,0,C,H,A,1.3,3.2,4.9,M,M/G,G,0.2,0.72,1.37
0,0,C,H,A,1.4,3.1,4.4,M,M/G,G,0.27,1.22,1.5
0,1,C,H,A,1.9,3.2,4.8,M/G,M/G,G,0.29,0.73,1.33
0,0,C,H,A,1.8,3.2,4.5,M/G,G,G,0.3,0.47,0.95
0,0,C,H,A,2,3.9,5.5,M,G,M/G,0.18,0.58,0.84
0,0,C,S,M,1.8,4.4,6.2,M/R,M,M,0.02,0.48,0.33
0,0,C,S,A,1.8,3.9,5.9,M/R,M/R,M,0.26,0.32,0.37
0,0,C,S,A,2,3.4,5.8,M/R,M/R,M,0.43,0.14,0.44
0,0,C,S,A,2.2,4,6.1,M/R,M/R,M/R,0.35,0.31,0.54
0,0,C,M,M,1.8,4,6,M/R,M/R,M,0.19,0.41,0.42
0,0,C,S,A,2.1,4.6,6.5,R,M/R,M/R,0.18,0.26,0.2
0,0,C,S,S,2,4.4,7.4,M/R,M/R,M/R,0.42,0.57,0.59
0,0,C,S,A,2.4,3.7,6,M,M,M/R,0.23,0.48,1.07
0,0,C,S,M,2.3,4.4,6.5,M/R,M,M,0.32,0.22,0.68
0,0,C,A,S,1.9,3.4,5.9,M,M,M,0.04,0.1,0.31
0,0,C,M,A,2.4,4.9,7.2,M/R,M/R,M/R,-0.36,-0.49,-0.24
0,0,C,M,S,2.2,4.6,6.5,R,M/R,M/R,-0.22,-0.25,-0.22
0,0,C,M,S,1.8,4.3,7.1,R,M/R,M,-0.01,0.24,0.92
0,0,C,S,M,2.7,4.9,6.5,M/R,M/R,M/R,0.66,0.55,0.52
0,0,C,S,A,1.9,3.3,5.5,M,M,M,0.38,0.66,0.88
0,0,A,A,M,2.2,4.3,7.2,R,R,M/R,0.52,0.97,1.19
0,0,A,S,A,1.4,4.5,7.4,R,M/R,M/R,0.76,1.03,1.17
0,0,A,A,A,2.4,5,6.7,R,M/R,M/R,0.48,1.32,1.36
0,0,A,A,A,3.5,4.7,6.8,M/R,M/R,M/R,0.13,0.95,0.91
0,0,P,A,M,2.2,4.6,5.9,R,M/R,M/R,0.38,0.89,1.15
0,0,P,S,A,2.7,4.3,6.2,M/R,M/R,M/R,0.58,0.88,0.79
0,0,P,A,S,2.7,4.7,7.2,M/R,M/R,M,0.53,0.92,1.37
0,0,P,A,S,2.3,4.7,6.7,R,M/R,M/R,0.37,0.91,1.36
1,0,P,A,A,2.1,4.5,6.6,R,R,M/R,0.62,1.08,1.75
0,0,A,A,A,2.6,4.3,6.5,R,R,M/R,0.53,0.47,1.18
0,0,A,A,S,2,4.7,6.7,R,R,R,-0.03,0.63,0.88
0,0,P,S,M,3.2,4.8,6.8,M/R,R,M/R,0.27,0.59,1.03
0,0,A,S,A,2.4,3.4,6.4,M/R,R,R,0.14,1.09,1.95
0,0,A,S,A,2.2,2.9,6.1,M/R,R,R,0.22,0.45,0.79
0,0,A,A,A,1.9,4.4,6.8,R,R,M/R,-0.07,0.93,1.2
0,0,A,S,A,2.9,6.5,8.2,R,M/R,R,0.17,1.56,1.18
0,0,A,H,A,1.5,4,6.3,R,R,R,0.16,1.36,1.32
0,0,A,S,A,2.8,4.9,6.2,R,R,R,0.45,0.91,1.34
0,0,A,A,A,2,4.5,5.8,R,M/R,M/R,0.55,0.95,0.98
0,0,A,A,A,1.3,3.8,6,R,R,M/R,0.04,1.19,1.46
0,1,A,S,A,2.8,4.4,6,R,R,R,0.65,0.97,1.39
0,0,A,S,A,2.4,5.4,7.7,R,R,R,0.33,0.78,1.08
0,0,A,S,A,1.3,3.9,6.5,R,R,R,-0.03,0.71,0.74
0,0,A,S,A,1.7,4.8,7.2,R,M/R,R,0.01,0.66,1.29
0,0,A,M,A,2.1,3.9,5.6,R,R,M/R,0.09,0.48,0.56
0,0,A,S,A,1.8,4.2,5.1,R,R,R,0.4,0.83,1.1
0,0,A,S,A,1.8,2.9,5.4,R,R,R,0.34,0.77,1.12
0,0,A,S,A,2.1,3.7,6.1,R,R,R,0.21,1.56,1.72
0,0,A,S,A,2.1,4.4,7.5,R,R,M/R,0.27,1.53,1.79
0,0,P,S,A,2,3.7,5.6,R,R,R,1.07,1.46,2.15
1,0,P,S,A,1.7,4,6.2,R,R,M/R,-0.16,-0.06,0.85
0,0,P,M,A,2,3.2,5.1,R,R,M/R,0.24,0.74,1.42
0,0,P,H,A,1.6,4,5.3,R,R,R,0.04,0.75,1.32
0,0,P,M,A,1.4,3.4,5.3,R,R,R,-0.14,0.07,0.88
0,0,A,M,A,1.8,3.3,5.8,R,R,M/R,-0.07,0.23,0.77
0,0,A,S,A,1.8,3.8,5.5,R,M/R,M/R,0.39,0.66,1.11
0,0,P,S,S,1.7,3.5,6.3,R,R,M/R,-0.02,0.08,1.04
0,0,P,S,A,1.7,3,5,R,R,R,0.22,0.93,1.24
0,0,P,M,A,2,3.6,7.5,M/R,R,M/R,0.3,0.57,0.85
0,0,C,A,A,1.6,3.5,4.9,R,M/R,R,0.15,0.2,0.4
1,0,C,A,S,3,5.1,6.8,R,R,M/R,-0.04,0.24,0.98
0,0,C,A,A,2,3.1,3,R,M/R,R,0.23,0.41,0.25
1,0,P,A,A,2.5,4.2,5.1,M/R,R,M/R,-0.01,0.2,0.58
2,0,A,A,A,2.1,3.4,5.3,R,R,R,-0.23,-0.25,-0.21
0,0,A,A,S,1.7,2.9,5.3,M/R,R,R,0,-0.08,0.33
2,0,P,A,A,2.2,3.6,4.4,R,M/R,M/R,0.55,0.65,0.65
0,0,P,S,S,1.8,3,4.4,R,R,M,0.05,0.22,0.54
0,0,P,A,A,2,3,3.3,R,M/R,M,-0.12,-0.24,-0.14
0,1,P,A,A,2.2,3.2,3.4,R,M/R,M,-0.08,-0.25,-0.16
0,0,P,A,S,1.8,2.6,3,R,M/R,M,0.04,-0.03,-0.08
0,0,A,A,A,1.6,4.3,6.1,R,M/R,M/R,0,-0.09,0.46
3,0,P,A,S,2.4,4.3,6.4,R,R,R,0.14,1.22,1.45
2,0,P,S,S,1.1,2.4,3.5,M/R,R,R,-0.02,0.39,0.82
0,0,P,S,S,1.1,2.9,5,M/R,R,R,0.1,0.23,0.95
1,0,P,A,S,1,3.2,4,M/R,R,R,0.31,0.47,0.98
1,0,A,A,S,1.2,2.8,4.3,R,R,M/R,0.03,0.15,0.24
0,0,A,S,S,1.1,2,2.7,M,M,M,0.24,0.5,0.26
0,0,A,S,A,1.9,2.7,3.5,M,M,M,0.81,0.97,1.3
0,0,A,S,M,2.5,3.3,4,M,M,M,0.6,0.97,0.87
0,0,A,S,A,1.7,3,3.7,M,M,M,0.21,0.51,0.73
0,1,A,M,S,2.1,2.8,3.6,M,M,M,-0.05,0.1,0.62
0,0,A,M,A,1.7,2.4,3.1,M,M,M,-0.02,0.8,0.97
0,0,A,S,A,1.4,2.5,3.2,M,M,M,-0.01,0.21,0.33
0,0,A,S,A,2.3,3.7,4.2,M,M,M,0,0.17,0.7
0,0,A,M,S,1.8,2.9,3.5,M,M,M,0.09,0.21,0.27
0,0,A,M,A,1.8,2.2,3.1,M,M,M,0.38,0.37,0.36
1,0,A,S,S,1.5,3,3.7,M,M,M,-0.17,-0.18,-0.18
0,0,A,S,A,0.9,2.9,3,M,M,M,0.01,0.71,0.66
0,0,A,S,M,1.3,2.5,3.1,M,M,M,0.47,0.5,0.73
0,0,A,S,M,0.9,2.6,3.8,M,M,M,0.02,-0.57,-0.46
0,0,C,S,A,2.7,4.8,7.1,R,M/R,M,0.16,0.51,0.74
0,0,C,A,A,2.8,5.6,7.5,R,M/R,M,0.24,0.53,0.55
0,0,C,A,A,2.7,5,7.2,R,R,M/R,0.15,0.4,0.5
0,0,C,A,A,2.8,5.3,7.2,R,R,M/R,-0.05,0.39,0.3
0,0,C,A,S,3.6,5.1,8.4,R,M,M/R,0.19,0.52,0.56
0,0,C,A,A,2.9,5.6,7.5,R,M/R,M,0.12,0.31,0.4
0,0,C,A,A,2,5.5,7.8,R,M/R,M/R,-0.13,0.02,0.05
1,0,C,A,S,2.8,4.2,5.9,R,R,R,-0.04,0.08,0.75
0,0,C,A,H,3.1,5.1,6.9,R,R,R,0.4,0.62,0.86
0,0,C,A,S,2.6,5.1,8,R,R,M/R,0.12,0.59,0.59
1,0,C,A,A,2.7,5.2,5.6,R,R,R,0.03,0.36,0.49
0,0,C,A,S,2.5,4.4,6.6,R,R,M/R,-0.02,0.54,0.74
0,0,C,A,A,2.5,5,6.7,R,R,R,0.23,0.62,0.77
0,0,C,A,A,2.1,5.6,7.1,R,R,M/R,0.38,0.4,0.78
2,0,C,A,A,2.8,6.1,8.2,R,M/R,M,0.24,0.53,0.88
0,0,C,S,A,1.8,3.7,5.4,R,R,M/R,0.11,0.81,1.18
0,0,C,A,S,2.4,3.8,6.3,R,R,M/R,0.24,0.68,0.78
1,0,C,A,A,1.9,4.1,4.4,R,M/R,M,-0.07,0.06,0.63
0,0,C,A,S,3.4,3.9,4.1,R,M,M,0.03,0.17,0.39
0,0,C,A,S,2.3,3.4,4.4,R,M,M,0.22,0.36,0.45
0,0,C,A,A,2.4,4.2,5.7,R,R,R,0.5,0.61,0.73
0,0,C,A,S,2.5,4.8,6.3,R,M/R,M,0.22,0.53,0.86
0,0,C,A,S,3.2,6.2,7.9,R,M/R,M,0.28,0.56,0.78
0,0,C,A,S,4.1,6.4,7.5,R,M/R,M,0.04,0.45,0.85
1,0,C,A,S,2.9,4.5,5.9,R,M,M,0.08,0.19,0.47
0,0,C,A,M,3.2,4,4.5,R,M,M,0.19,0.4,0.54
1,0,C,A,S,2.1,3.4,4.1,R,R,M/R,0.16,0.33,0.43
0,0,C,S,A,1.8,2.6,3.9,R,R,M/R,0.13,0.21,0.23
0,1,C,A,M,2,3.5,4.5,R,R,M/R,0,0.08,0.35
0,0,C,A,A,3.4,4.5,7.1,R,R,M/R,0.22,0.57,0.77
0,0,C,A,A,2.4,5,6.8,R,R,R,0.09,0.61,1.08
1,0,C,A,S,1.8,2.6,4.1,R,R,R,0.04,0.03,-0.13
1,0,C,A,S,1.9,3.1,4.4,R,R,M/R,0.15,0.26,0.71
0,0,A,A,A,1.3,1.3,1.2,M,M,M,0.23,0.35,0.57
0,0,A,A,A,1.3,1.9,3,M,M,M,0.09,0.18,0.4
0,0,A,A,H,1.4,4,6.8,M,M,M,0.19,0.34,0.38
0,2,A,A,H,1.2,2.2,3.6,M,M,M,-0.16,-0.12,0.55
1,0,A,A,S,1.3,2,2.9,M,M,M,-0.03,0.18,0.32
0,1,A,A,M,1.3,1.9,2.9,M,M,M,0.05,0.68,0.97
0,0,A,A,M,1.5,2.4,4.3,M,M,M,0.29,0.31,0.55
0,0,P,A,A,1.7,2,2.8,M,M,M,0.17,-0.13,-0.15
0,0,P,A,S,1.3,1.9,2.4,M,M,M,-0.01,0.12,0.45
0,0,P,A,S,1.6,2.3,3,M,M,M,0.52,0.54,0.67
0,0,A,A,S,1.5,1.4,3.4,M,M,M,0.63,0.7,0.41
0,0,A,A,A,1.3,2,2.4,M,M,M,0.33,0.76,0.17
0,0,A,A,A,1.8,2.2,4.3,M,M,M,0.1,0.23,0.43
0,0,A,A,S,1.5,2.1,3.4,M,M,M,0.03,-0.09,-0.04
0,2,A,A,S,2.6,4,5.9,M,M,M,0.59,0.62,0.88
0,0,A,A,S,2.2,3.3,4.8,M,M,M,0.68,0.68,1.11
0,1,A,A,A,2.3,3.2,5.5,M,M,M,-0.06,0.07,0.88
0,0,A,A,A,2,3.7,6.1,M,M,M,0.27,1.12,1.32
0,1,A,A,S,2.3,3.6,4.1,M,M,M,0.41,0.79,1.16
1,0,A,A,A,3.1,4.9,7.3,M,M,M,1.03,1.09,1.51
0,0,A,A,A,2.4,3.4,5.5,M,M,M,0.83,1.29,1.27
