num_patches,max_area,pct_cover,mean_dis_w_0,mean_dis_no_0
1,0.001,4.419999999999999e-4,0.4663325056650453,0.4666591670820027
2,0.001,8.209999999999983e-4,0.3181295212099407,0.3184479691791198
3,0.001,0.0023510000000000015,0.3297951785065331,0.33025753906121885
4,0.001,0.001305,0.26009242568609775,0.2603527784645623
1,0.002,0.001154000000000004,0.5175504388852877,0.5180166538737742
2,0.002,0.0012940000000000004,0.34294362866530353,0.34342442285730373
3,0.002,0.0023200000000000013,0.2874182670389167,0.2881963973116582
4,0.002,0.002931999999999999,0.24502931324276145,0.24569268348817955
1,0.003,2.490000000000001e-4,0.42976801746857685,0.4298539882662301
2,0.003,0.003072,0.4127714344656592,0.41401347489033025
3,0.003,0.003569999999999996,0.35185154421742054,0.35312278624791305
4,0.003,0.005797124124455886,0.24702574835829813,0.24814238910928993
1,0.004,0.0026160000000000003,0.48571364400634537,0.48702862128381164
2,0.004,0.0018040000000000035,0.29507727199284634,0.2954909593359166
3,0.004,0.006772,0.3420607736882895,0.34474982230224704
4,0.004,0.006925097722559472,0.20260064064873579,0.20398775739904934
1,0.005,2.450000000000004e-4,0.5501706894606571,0.5503908457989766
2,0.005,0.003175000000000002,0.28362488051594015,0.28467818981826776
3,0.005,0.010081874884153866,0.24005633439792914,0.24319353094714732
4,0.005,0.010754999999999999,0.2677943678640108,0.27049936147879877
1,0.006,0.0015000000000000013,0.4181525884116752,0.4184036305900292
2,0.006,0.009828,0.31201955262576664,0.31485323171116714
3,0.006,0.007949999999999999,0.24448701770382303,0.24623528825040086
4,0.006,0.010557841441362823,0.3032431449891381,0.3069262601104637
1,0.007,7.840000000000013e-4,0.4010333420056573,0.4013142619890496
2,0.007,0.007657999999999996,0.5414574971454195,0.5450548592162467
3,0.007,0.011276999999999999,0.25017972717707937,0.25337221711269936
4,0.007,0.012179176519508667,0.32657980617032384,0.33037916658606353
1,0.008,0.004447999999999999,0.4490703432755733,0.45060239140635494
2,0.008,0.004736850879563699,0.31486592478539277,0.31628922630375966
3,0.008,0.019424,0.2844564067416545,0.29052845137540034
4,0.008,0.02106161829728732,0.23951760719019838,0.24478038547797484
1,0.009000000000000001,0.0034829999999999965,0.350605661900015,0.35159011421983055
2,0.009000000000000001,0.0036539999999999984,0.29941641615410786,0.3006490773713303
3,0.009000000000000001,0.014337550755965132,0.2533921154797184,0.25738152918204
4,0.009000000000000001,0.013654185097690265,0.22760485039218453,0.2310240056761922
1,0.010000000000000002,0.0024000000000000046,0.4327129038412704,0.4337539132330297
2,0.010000000000000002,0.004350000000000005,0.304646554202835,0.30605440446336646
3,0.010000000000000002,0.01690000000000001,0.23080220290453815,0.2349849347429629
4,0.010000000000000002,0.016839999999999997,0.20632023453943196,0.2097176606418296
1,0.011,0.005038000000000002,0.36737177301742097,0.368958293680246
2,0.011,0.008876999999999996,0.26810433599856637,0.2703209679356386
3,0.011,0.024053256734075094,0.21244057049017165,0.2179101143606233
4,0.011,0.010809812783279544,0.22774066691344083,0.23039015368076968
1,0.012,0.00488400000000001,0.4619919209231334,0.4643601577275439
2,0.012,0.013536000000000012,0.27662341289187714,0.2802101022000376
3,0.012,0.02750180775363476,0.29841238316689095,0.30738811615872574
4,0.012,0.017126474569508214,0.2613930075000048,0.266700344352622
1,0.013000000000000001,0.003392999999999995,0.3805942121980272,0.3816628682290686
2,0.013000000000000001,0.022152,0.29025168802963114,0.29653829998940656
3,0.013000000000000001,0.024469344287995368,0.34998860820282857,0.3588890568117602
4,0.013000000000000001,0.03465095340691524,0.22619108465551474,0.23381340154591146
1,0.014000000000000002,0.005823999999999999,0.43549192986376795,0.43829703086128013
2,0.014000000000000002,0.012605842355347684,0.43897253606979464,0.444934660520773
3,0.014000000000000002,0.023351999999999998,0.23796714504423194,0.24336995811437098
4,0.014000000000000002,0.035139168219956704,0.18217792248693873,0.18878541190356346
1,0.015,0.0025799999999999955,0.37347266661645395,0.37455888738988463
2,0.015,0.013664999999999995,0.2673291481598217,0.2703571482198844
3,0.015,0.020979036992194902,0.24255833959741013,0.24755903204471333
4,0.015,0.01612500000000001,0.18127088426288662,0.18391932250698725
1,0.016,0.0033280000000000046,0.37312425662840104,0.3744347783526353
2,0.016,0.02078767537188426,0.36126992679561787,0.36917016839936423
3,0.016,0.02968000000000002,0.20868439627544633,0.21553852125123563
4,0.016,0.04178657643976191,0.2647753553619978,0.2767300954870378
1,0.017,0.004118461331792429,0.5337528284867864,0.5361117200550285
2,0.017,0.010234000000000004,0.44206334852689205,0.4461230684497851
3,0.017,0.017723050564192197,0.38000517489723595,0.3869706465348635
4,0.017,0.02253774594777814,0.23834855498213064,0.24440992102351378
1,0.018000000000000002,0.009989999999999994,0.43849906739087796,0.4429730956570138
2,0.018000000000000002,0.005952330765278391,0.3511310227979657,0.3532860678116166
3,0.018000000000000002,0.034809168369564394,0.27161601213547193,0.2804791533823543
4,0.018000000000000002,0.028440000000000007,0.20420907732654514,0.20985415407105656
1,0.019000000000000003,0.0035522258256602615,0.5351426176015264,0.5371839164841662
2,0.019000000000000003,0.011076999999999997,0.2986552076536406,0.30164145808871895
3,0.019000000000000003,0.01669843589332177,0.26662896000795905,0.2709919300822838
4,0.019000000000000003,0.03901144778442031,0.17192151941685957,0.1788985633890318
1,0.02,0.0083800000000000055,0.5898781494455007,0.5952352668471248
2,0.02,0.010728918123006272,0.3706282573327357,0.37440979627511434
3,0.02,0.027610293889739464,0.3340445254954015,0.34296152514928285
4,0.02,0.047359999999999985,0.214199388600426,0.22590106370009072
1,0.021,0.010576512783704379,0.5334963620406179,0.5393755555966211
2,0.021,0.01220100000000001,0.27740781185901664,0.28069190717294
3,0.021,0.030524164323130296,0.2623110515933778,0.27034015417229496
4,0.021,0.03246600000000001,0.2255216243628431,0.2323767381379115
1,0.022000000000000002,0.021472000000000012,0.46493279062168136,0.47548863839402883
2,0.022000000000000002,0.0016940000000000043,0.4445536778530085,0.44513234990788875
3,0.022000000000000002,0.02195964431846919,0.23311142028446372,0.23803882394002215
4,0.022000000000000002,0.05847687439468957,0.17981410826362038,0.1909665550803105
1,0.023,0.013869,0.4575032586679191,0.46451747250271
2,0.023,0.0201754310566614,0.3897616374077335,0.3989371928431254
3,0.023,0.030157204838171425,0.26760622965711217,0.27659558620890146
4,0.023,0.030841831841108298,0.28792297949642076,0.29685841787444145
1,0.024,0.010468173937401008,0.5887361471154389,0.5945628631745494
2,0.024,0.008448000000000002,0.4420987294028258,0.44611375318145896
3,0.024,0.018744000000000004,0.22609720848433126,0.23012438522578246
4,0.024,0.06046403428580947,0.22842107294890143,0.24261399144864731
1,0.025,0.018124057949346038,0.5277615017708766,0.5363975015457634
2,0.025,0.041300000000000024,0.23538909679042394,0.24456010056147942
3,0.025,0.03973861575367918,0.2311311987194719,0.2412139414730452
4,0.025,0.06105951004496883,0.22287362109657394,0.2368476313459872
1,0.026000000000000002,0.0019575771142803094,0.5522812292615664,0.5537209036109548
2,0.026000000000000002,0.036764000000000005,0.27368879057221496,0.28544930180664885
3,0.026000000000000002,0.027768000000000008,0.3589640724476505,0.36915268659774836
4,0.026000000000000002,0.023651162365436622,0.2017753875573702,0.2072892824711015
1,0.027000000000000003,0.012646060881414496,0.4981029450566654,0.5051241710340385
