target_temp_type,author,year,journal,endpoint,target_temp_degrees_C,se_target_temp_degrees_c,daily_survival_percent,daily_survival_prob,accumulated_degree_hours_above_acc_temp,swimspeed_bodylengths_per_second,n,mass_g,se_mass_g,total_length_cm,se_length_cm,acclimation_temp_C,temp_increase_rate_degreesC_per_hour,species,run,life_stage,wild_or_hatchery,ration_percent_of_satiation,salinity (g/liter),river of origin,data_quality,fork_length_cm,se_fork_length_cm,hours spent increasing temp,total_duration_hours,degree_hours_per_hour,median_resistance_time_minutes,total_duration_days,hours_spent_at_max_temp,ration_percent_body_weight,whole_duration_survival_prob,days_spent_at_max_temperature,inverse_of_days_at_max_temperature,endogenous_or_exogenous
UILT,Snyder,1971,J. Water Pollut. Control Fed.,death,18.3,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,10,NA,Oncorhynchus tshawytscha,NA,juvenile,NA,NA,NA,Columbia,2,4.25,NA,0,1,8.3,NA,0.041666667,1,NA,1,0.041666667,24,exogenous
UILT,Snyder,1971,J. Water Pollut. Control Fed.,death,21.1,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,10,NA,Oncorhynchus tshawytscha,NA,juvenile,NA,NA,NA,Columbia,2,4.25,NA,0,1,11.1,NA,0.041666667,1,NA,1,0.041666667,24,exogenous
UILT,Snyder,1971,J. Water Pollut. Control Fed.,death,26.7,NA,0,0,10.29833333,NA,NA,NA,NA,NA,NA,10,NA,Oncorhynchus tshawytscha,NA,juvenile,NA,NA,NA,Columbia,2,4.25,NA,0,0.616666667,16.7,0,0.025694444,0.616666667,NA,0,0.025694444,38.91891892,exogenous
UILT,Snyder,1971,J. Water Pollut. Control Fed.,death,32.2,NA,0,0,0.067833333,NA,NA,NA,NA,NA,NA,10,NA,Oncorhynchus tshawytscha,NA,juvenile,NA,NA,NA,Columbia,2,4.25,NA,0,0.003055556,22.2,0,0.000127315,0.003055556,NA,0,0.000127315,7854.545455,exogenous
CTM,Sungaila,2018,PhD diss.,loss of equilibrium,27.33,0.072011904,0,0,9.333025,NA,21,5.87,0.19857828,NA,NA,9,18,Oncorhynchus tshawytscha,NA,juvenile,wild,NA,NA,Horsefly,1,NA,NA,1.018333333,1.018333333,9.165,NA,0.042430556,0,0.875,0,0,NA,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,30.35251945,NA,0,0,2.017071799,NA,5,924,181,NA,NA,18.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.166665446,12.10251945,9.999926745,0.006944394,0.166665446,NA,0,0.006944394,144.0010549,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,29.9796007,NA,0,0,2.194641089,NA,5,924,181,NA,NA,18.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.187102796,11.7296007,11.22616777,0.00779595,0.187102796,NA,0,0.00779595,128.2717335,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,28.32354939,NA,0,0,4.250959175,NA,5,2182,964,NA,NA,18.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.421992191,10.07354939,25.31953144,0.017583008,0.421992191,NA,0,0.017583008,56.87309038,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,27.81879554,NA,0,0,5.192313907,NA,5,2182,964,NA,NA,18.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.542629831,9.568795544,32.55778984,0.022609576,0.542629831,NA,0,0.022609576,44.22904647,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,25.86214724,NA,0,0,26.88190263,NA,5,1467,783,NA,NA,18.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,3.531448064,7.61214724,211.8868838,0.147143669,3.531448064,NA,0,0.147143669,6.796078992,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,25.68514386,NA,0,0,27.24455794,NA,5,1467,783,NA,NA,18.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,3.664294661,7.435143856,219.8576797,0.152678944,3.664294661,NA,0,0.152678944,6.54969161,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,30.1617914,NA,0,0,2.406154206,NA,5,1703,1037,NA,NA,16.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.172957899,13.9117914,10.37747392,0.007206579,0.172957899,NA,0,0.007206579,138.7620929,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,29.79106306,NA,0,0,2.776276269,NA,5,1703,1037,NA,NA,16.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.205026463,13.54106306,12.3015878,0.008542769,0.205026463,NA,0,0.008542769,117.0580598,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,28.0690608,NA,0,0,6.931271716,NA,3,1504,742,NA,NA,16.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.586448605,11.8190608,35.1869163,0.024435359,0.586448605,NA,0,0.024435359,40.92430231,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,27.64356262,NA,0,0,7.950205729,NA,3,1504,742,NA,NA,16.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.697780492,11.39356262,41.8668295,0.029074187,0.697780492,NA,0,0.029074187,34.39477069,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,26.3063331,NA,0,0,24.00213283,NA,5,2116,1203,NA,NA,16.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,2.386767878,10.0563331,143.2060727,0.099448662,2.386767878,NA,0,0.099448662,10.0554395,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,26.08789802,NA,0,0,24.21816857,NA,5,2116,1203,NA,NA,16.25,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,2.461721857,9.837898016,147.7033114,0.102571744,2.461721857,NA,0,0.102571744,9.749273636,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,30.18626049,NA,0,0,2.543253565,NA,11,2091,290.0539135,NA,NA,17.2,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.195841872,12.98626049,11.75051232,0.008160078,0.195841872,NA,0,0.008160078,122.5478482,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,29.99806445,NA,0,0,2.854746196,NA,11,2091,290.0539135,NA,NA,17.2,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.223060777,12.79806445,13.3836466,0.009294199,0.223060777,NA,0,0.009294199,107.5939946,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,28.1363349,NA,0,0,5.806386558,NA,10,1503,291.2457725,NA,NA,17.2,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.530926184,10.9363349,31.85557106,0.022121924,0.530926184,NA,0,0.022121924,45.20402404,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,27.97343721,NA,0,0,6.7239984,NA,10,1503,291.2457725,NA,NA,17.2,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.624127497,10.77343721,37.44764982,0.026005312,0.624127497,NA,0,0.026005312,38.45368153,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,27.17501678,NA,0,0,5.027908929,NA,3,2640,430.7033008,NA,NA,17.2,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.504050173,9.975016778,30.24301036,0.021002091,0.504050173,NA,0,0.021002091,47.61430766,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,26.96979954,NA,0,0,5.608829208,NA,3,2640,430.7033008,NA,NA,17.2,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,0.574098699,9.769799539,34.44592196,0.023920779,0.574098699,NA,0,0.023920779,41.80465838,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,26.15833601,NA,0,0,24.2491405,NA,5,1339,310.8134489,NA,NA,17.2,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,2.706879992,8.958336008,162.4127995,0.112786666,2.706879992,NA,0,0.112786666,8.86629628,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,25.95373153,NA,0,0,24.84135008,NA,5,1339,310.8134489,NA,NA,17.2,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,2.837801226,8.753731532,170.2680736,0.118241718,2.837801226,NA,0,0.118241718,8.457251965,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,26.01842179,NA,0,0,117.4496291,NA,9,1538,155.3333333,NA,NA,17.75,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,14.20460058,8.268421795,852.2760351,0.591858358,14.20460058,NA,0,0.591858358,1.689593442,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,25.00894828,NA,0,0,208.8677799,NA,10,2614,242.8629243,NA,NA,17.75,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,3,NA,NA,NA,28.77383496,7.258948285,1726.430098,1.19890979,28.77383496,NA,0,1.19890979,0.834091112,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,23.97411806,NA,0,0,354.2838315,NA,6,2568,303.3284798,NA,NA,17.75,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,3,NA,NA,NA,56.92112973,6.224118059,3415.267784,2.371713739,56.92112973,NA,0,2.371713739,0.421636045,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,21.97595635,NA,88.82410745,0.888241074,593.1971325,NA,14,1399,182.8066895,NA,NA,17.75,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,1,NA,NA,NA,140.3699148,4.225956348,8422.194888,5.84874645,140.3699148,NA,0.5,5.84874645,0.170976808,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,25.0217385,NA,0,0,370.8609306,NA,6,1056,175.1385166,NA,NA,17.75,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,3,NA,NA,NA,51.00031179,7.271738496,3060.018708,2.125012991,51.00031179,NA,0,2.125012991,0.470585358,exogenous
UILT,Coutant,1970,Trans. Am. Fish. Soc.,loss of equilibrium or death,24.14249171,NA,0,0,466.6505599,NA,4,1092,162.5,NA,NA,17.75,NA,Oncorhynchus tshawytscha,NA,adult,wild,NA,NA,Columbia,3,NA,NA,NA,72.99979119,6.392491708,4379.987471,3.041657966,72.99979119,NA,0,3.041657966,0.328768064,exogenous
CTM,Munoz,2014,Proc. R. Soc. Lond.,loss of equilibrium,26.5,NA,0,0,17.13193832,NA,173,3.6,NA,NA,NA,10,12,Oncorhynchus tshawytscha,fall,juvenile,wild,100,NA,Big Qualicum,1,NA,NA,1.63888,1.63888,10.45344279,98.333,0.068286667,NA,NA,0,NA,NA,exogenous
CTM,Del Rio,2021,Conserv. Physiol.,loss of equilibrium,26.5624333,NA,0,0,7.619838798,0,16,0.287645253,0.00993,3.567,0.037875,10,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,0.920135183,0.920135183,8.281216649,NA,0.038338966,NA,NA,0,NA,NA,endogenous
CTM,Del Rio,2021,Conserv. Physiol.,loss of equilibrium,26.68196371,NA,0,0,7.730219815,0,16,0.287645253,0.00993,3.567,0.037875,10,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,0.926775762,0.926775762,8.340981857,NA,0.038615657,NA,NA,0,NA,NA,endogenous
CTM,Del Rio,2021,Conserv. Physiol.,loss of equilibrium,26.48986126,NA,0,0,7.55320901,0,16,0.287645253,0.00993,3.567,0.037875,10,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,0.916103403,0.916103403,8.24493063,NA,0.038170975,NA,NA,0,NA,NA,endogenous
CTM,Del Rio,2021,Conserv. Physiol.,loss of equilibrium,26.67769477,NA,0,0,7.726263968,0,16,0.287645253,0.00993,3.567,0.037875,10,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,0.926538598,0.926538598,8.338847385,NA,0.038605775,NA,NA,0,NA,NA,endogenous
CTM,Del Rio,2021,Conserv. Physiol.,loss of equilibrium,27.27534685,NA,0,0,8.289933579,0,16,0.287645253,0.00993,3.567,0.037875,10,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,2,NA,NA,0.959741492,0.959741492,8.637673426,NA,0.039989229,NA,NA,0,NA,NA,endogenous
CTM,Del Rio,2021,Conserv. Physiol.,loss of equilibrium,27.81750267,NA,0,0,8.818427815,0,16,0.287645253,0.00993,3.567,0.037875,10,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,2,NA,NA,0.989861259,0.989861259,8.908751334,NA,0.041244219,NA,NA,0,NA,NA,endogenous
CTM,Del Rio,2021,Conserv. Physiol.,loss of equilibrium,27.25827108,NA,0,0,8.27355335,0,16,0.287645253,0.00993,3.567,0.037875,10,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,2,NA,NA,0.958792838,0.958792838,8.629135539,NA,0.039949702,NA,NA,0,NA,NA,endogenous
CTM,Del Rio,2021,Conserv. Physiol.,loss of equilibrium,26.86125934,NA,0,0,7.897279624,0,16,0.287645253,0.00993,3.567,0.037875,10,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,3,NA,NA,0.93673663,0.93673663,8.430629669,NA,0.039030693,NA,NA,0,NA,NA,endogenous
CTM,Del Rio,2021,Conserv. Physiol.,loss of equilibrium,26.57524013,NA,0,0,7.63162737,0,16,0.287645253,0.00993,3.567,0.037875,10,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,3,NA,NA,0.920846674,0.920846674,8.287620064,NA,0.038368611,NA,NA,0,NA,NA,endogenous
CTM,Del Rio,2021,Conserv. Physiol.,loss of equilibrium,27.30522946,NA,0,0,8.318637959,0,16,0.287645253,0.00993,3.567,0.037875,10,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,3,NA,NA,0.961401636,0.961401636,8.652614728,NA,0.040058402,NA,NA,0,NA,NA,endogenous
CTM,Del Rio (b),2019,Conserv. Physiol.,loss of equilibrium,28.76048951,NA,0,0,9.161204979,NA,15,NA,NA,NA,NA,10.6,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,1.008916084,1.008916084,9.080244755,NA,0.04203817,NA,NA,0,NA,NA,endogenous
CTM,Del Rio (b),2019,Conserv. Physiol.,loss of equilibrium,29.23251748,NA,0,0,9.64363077,NA,16,NA,NA,NA,NA,10.6,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,1.03513986,1.03513986,9.316258741,NA,0.043130828,NA,NA,0,NA,NA,endogenous
CTM,Del Rio (b),2019,Conserv. Physiol.,loss of equilibrium,29.69143357,NA,0,0,6.752577796,NA,16,NA,NA,NA,NA,14.1,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,0.866190754,0.866190754,7.795716783,NA,0.036091281,NA,NA,0,NA,NA,endogenous
CTM,Del Rio (b),2019,Conserv. Physiol.,loss of equilibrium,28.38898601,NA,0,0,5.671531147,NA,16,NA,NA,NA,NA,14.1,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,3,NA,NA,0.793832556,0.793832556,7.144493007,NA,0.033076357,NA,NA,0,NA,NA,endogenous
CTM,Del Rio (b),2019,Conserv. Physiol.,loss of equilibrium,28.3715035,NA,0,0,8.772953792,NA,16,NA,NA,NA,NA,10.6,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,0.98730575,0.98730575,8.885751748,NA,0.04113774,NA,NA,0,NA,NA,endogenous
CTM,Del Rio (b),2019,Conserv. Physiol.,loss of equilibrium,28.82167832,NA,0,0,9.223043357,NA,16,NA,NA,NA,NA,10.6,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,1.012315462,1.012315462,9.110839161,NA,0.042179811,NA,NA,0,NA,NA,endogenous
CTM,Del Rio (b),2019,Conserv. Physiol.,loss of equilibrium,29.43793706,NA,0,0,6.534786482,NA,8,NA,NA,NA,NA,14.1,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,0.852107615,0.852107615,7.668968531,NA,0.035504484,NA,NA,0,NA,NA,endogenous
CTM,Del Rio (b),2019,Conserv. Physiol.,loss of equilibrium,29.33741259,NA,0,0,6.44940951,NA,16,NA,NA,NA,NA,14.1,18,Oncorhynchus tshawytscha,fall,juvenile,hatchery,NA,NA,NA,1,NA,NA,0.846522922,0.846522922,7.618706294,NA,0.035271788,NA,NA,0,NA,NA,endogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,27.59751037,NA,0,0,59.1909192,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.109727985,8.109727985,7.298755187,486.5836791,0.337905333,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,27.59751037,NA,0,0,59.1909192,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.109727985,8.109727985,7.298755187,486.5836791,0.337905333,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,27.69709544,NA,0,0,60.00128173,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.16505302,8.16505302,7.348547718,489.9031812,0.340210542,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,27.80290456,NA,0,0,60.86832876,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.223835869,8.223835869,7.401452282,493.4301521,0.342659828,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,27.89626556,NA,0,0,61.63853546,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.275703089,8.275703089,7.44813278,496.5421853,0.344820962,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.00207469,NA,0,0,62.51729027,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.334485938,8.334485938,7.501037344,500.0691563,0.347270247,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.10165975,NA,0,0,63.35003534,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.389810973,8.389810973,7.550829876,503.3886584,0.349575457,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.19502075,NA,0,0,64.13573764,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.441678193,8.441678193,7.597510373,506.5006916,0.351736591,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.19502075,NA,0,0,64.13573764,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.441678193,8.441678193,7.597510373,506.5006916,0.351736591,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.29460581,NA,0,0,64.97915746,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.497003227,8.497003227,7.647302905,509.8201936,0.354041801,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.30082988,NA,0,0,65.03205413,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.500461042,8.500461042,7.650414938,510.0276625,0.354185877,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.39419087,NA,0,0,65.82808683,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.552328262,8.552328262,7.697095436,513.1396957,0.356347011,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.39419087,NA,0,0,65.82808683,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.552328262,8.552328262,7.697095436,513.1396957,0.356347011,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.39419087,NA,0,0,65.82808683,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.552328262,8.552328262,7.697095436,513.1396957,0.356347011,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.5,NA,0,0,66.73611111,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.611111111,8.611111111,7.75,516.6666667,0.358796296,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.5,NA,0,0,66.73611111,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.611111111,8.611111111,7.75,516.6666667,0.358796296,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.5,NA,0,0,66.73611111,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.611111111,8.611111111,7.75,516.6666667,0.358796296,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.69917012,NA,0,0,68.46220628,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.72176118,8.72176118,7.849585062,523.3056708,0.363406716,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.79875519,NA,0,0,69.33351818,NA,1,14.37,0.27,10.48,0.01,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.777086215,8.777086215,7.899377593,526.6251729,0.365711926,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.89834025,NA,0,0,70.21033963,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.832411249,8.832411249,7.949170124,529.944675,0.368017135,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.10165975,NA,0,0,63.35003534,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.389810973,8.389810973,7.550829876,503.3886584,0.349575457,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.10165975,NA,0,0,63.35003534,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.389810973,8.389810973,7.550829876,503.3886584,0.349575457,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.19502075,NA,0,0,64.13573764,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.441678193,8.441678193,7.597510373,506.5006916,0.351736591,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.30082988,NA,0,0,65.03205413,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.500461042,8.500461042,7.650414938,510.0276625,0.354185877,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.30082988,NA,0,0,65.03205413,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.500461042,8.500461042,7.650414938,510.0276625,0.354185877,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.39419087,NA,0,0,65.82808683,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.552328262,8.552328262,7.697095436,513.1396957,0.356347011,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.39419087,NA,0,0,65.82808683,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.552328262,8.552328262,7.697095436,513.1396957,0.356347011,0,2,0,0,NA,exogenous
