year,author,journal,mass_g,se_mass_g,temperature_c,swimspeed_m_per_s,se_swimspeed_m_per_s,swimspeed_cm_per_s,se_swimspeed_cm_per_s,swimspeed_bodylengths_per_second,se_swimSpeed_bodylengths_per_second,mr_mgo2_per_h,se_mr_mgo2_per_h,ln_mr_mgo2_per_h,ln_mass_g,species,race,life_stage,wild_or_hatchery,author_fishid,acclimation_temperature_c,indiv_or_mean,n,fork_length_cm,total_length_cm,age,salinity_permil,sex,a,b,predicted_fork_length_cm,data_quality,age_dph,exogenous_or_endogenous,salinity_factor,salinity_note,title,smolt_factor,ration_perc_satiation_pastweek,population,ecotype
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.601664685,NA,2.059518946,NA,0.722472434,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,10,,,NA,NA,3.01902497,NA,2.07522095,NA,0.73006763,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,10,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.437574316,NA,2.080288695,NA,0.73250668,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,3.764565993,NA,2.128507582,NA,0.755421068,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.612366231,NA,2.135280822,NA,0.758598171,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,3.568370987,NA,2.13879358,NA,0.760241922,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,3.083234245,NA,2.162886254,NA,0.771443558,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,10,,,NA,NA,5.705112961,NA,2.168926211,NA,0.774232212,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,10,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.565992866,NA,2.175877002,NA,0.777431803,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,10,,,NA,NA,5.25921522,NA,2.185976241,NA,0.782062521,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,10,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,10,,,NA,NA,5.615933413,NA,2.1873174,NA,0.782675861,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,10,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.455410226,NA,2.228465484,NA,0.801313225,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.330558859,NA,2.247223694,NA,0.80969554,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,3.753864447,NA,2.31158566,NA,0.837933722,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1985,Wieser et al.,J. Comp. Physiol. B,6.5,NA,20,,,0,NA,0,NA,2.3504,NA,0.854585526,1.871802177,Oncorhynchus mykiss,rainbow trout,fry,hatchery,NA,8,mean,4.00,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,10,,,NA,NA,5.972651605,NA,2.360663367,NA,0.858942667,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,10,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,3.800237812,NA,2.459386052,NA,0.899911746,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,3.022592152,NA,2.468801612,NA,0.903732856,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.441141498,NA,2.530771168,NA,0.928524066,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,10,,,NA,NA,5.965517241,NA,2.546153697,NA,0.934583867,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,10,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.787158145,NA,2.625381822,NA,0.965226342,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.082045184,NA,2.635761576,NA,0.969172163,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,3.554102259,NA,2.782320029,NA,1.023285122,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.466111772,NA,2.810746801,NA,1.033450214,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.897740785,NA,2.827380165,NA,1.039350546,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.612366231,NA,2.830856372,NA,1.040579271,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.142687277,NA,2.882578116,NA,1.058685073,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,6.910820452,NA,2.90131473,NA,1.065163989,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.560047562,NA,2.924600401,NA,1.073157856,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.177170036,NA,3.040572037,NA,1.112045668,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.923900119,NA,3.070764576,NA,1.121926578,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,3.511296076,NA,3.073867513,NA,1.122936545,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.988109394,NA,3.156763616,NA,1.149547331,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,10,,,NA,NA,5.979785969,NA,3.21146426,NA,1.166726989,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,10,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.961950059,NA,3.227973409,NA,1.171854513,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.977407848,NA,3.272768512,NA,1.185636266,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.46254459,NA,3.326580773,NA,1.201944982,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.970273484,NA,3.398896202,NA,1.223450732,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.68489893,NA,3.426560694,NA,1.231557045,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.33412604,NA,3.636904183,NA,1.291132821,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,2.498216409,NA,3.637930431,NA,1.291414957,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.117717004,NA,3.66694068,NA,1.299357712,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.530321046,NA,3.95112841,NA,1.374001211,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.799048751,NA,4.219853219,NA,1.439800345,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.171224732,NA,4.281037724,NA,1.454195439,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.605231867,NA,4.366033959,NA,1.473855036,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.180737218,NA,4.554474176,NA,1.516110085,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.799048751,NA,4.662376835,NA,1.539525369,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.473246136,NA,4.699998405,NA,1.547562169,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.467300832,NA,4.716140342,NA,1.550990741,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.367419738,NA,4.838525182,NA,1.57660996,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.891795482,NA,4.842889613,NA,1.57751157,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.326991677,NA,4.93905102,NA,1.597173211,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,5.473246136,NA,5.826909684,NA,1.762486788,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.906064209,NA,6.78380332,NA,1.914537906,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
1981,Rodgers and Beamish,Can. J. Fish. Aquat. Sci.,6.5,NA,20,,,NA,NA,4.021403092,NA,8.66152312,NA,2.158890587,1.871802177,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,20,individual,1.00,NA,NA,NA,0,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,"Uptake of Waterborne Methylmercury by Rainbow Trout (Salmo gairdneri) in
Relation to Oxygen Consumption and Methylmercury Concentration",pre-smolt,,,
2000,Myrick,Fish Physiol.,6.9,0.51,10,,,NA,NA,1,NA,1.85,0.22,0.615185639,1.931521412,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,14,mean,18.00,NA,NA,0,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1985,Wieser,J. Exp. Biol,7.191562617,NA,12,,,0,NA,0,NA,1.044764943,NA,0.043791925,1.97290848,Oncorhynchus mykiss,rainbow trout,fry,hatchery,NA,8,individual,1.00,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,not specifically mentioned but seems to be freshwater,,pre-smolt,,,
2000,Myrick,Fish Physiol.,7.2,0.59,14,,,NA,NA,1,NA,1.73,0.18,0.548121409,1.974081026,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,14,mean,20.00,NA,NA,0,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
