year,author,journal,mass_g,se_mass_g,temperature_c,swimspeed_m_per_s,se_swimspeed_m_per_s,swimspeed_cm_per_s,se_swimspeed_cm_per_s,swimspeed_bodylengths_per_second,se_swimSpeed_bodylengths_per_second,mr_mgo2_per_h,se_mr_mgo2_per_h,species,subspecies,family,run,life_stage,wild_or_hatchery,author_fishid,acclimation_temperature_c,indiv_or_mean,n,fork_length_cm,total_length_cm,age_years,sex,a,b,predicted_fork_length_cm,data_quality,age_dph,exogenous_or_endogenous,salinity_factor,salinity_note,title,smolt_factor,ration_perc_satiation_pastweek,population,river_or_hatchery_name,ecotype,study,comment
1986,Dabrowski et al,Aquac.,339,NA,17,0,,0,NA,0,NA,9.04,,Acipenser baeri,,Acipenseridae,,juvenile,NS,control,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,258,NA,17,0,,0,NA,0,NA,9.575178571,,Acipenser baeri,,Acipenseridae,,juvenile,NS,control,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,142,NA,17,0,,0,NA,0,NA,5.815238095,,Acipenser baeri,,Acipenseridae,,juvenile,NS,control,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,91,NA,17,0,,0,NA,0,NA,4.509375,,Acipenser baeri,,Acipenseridae,,juvenile,NS,control,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,339,NA,17,0,,0,NA,0,NA,10.86616071,,Acipenser baeri,,Acipenseridae,,juvenile,NS,group 1,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,258,NA,17,0,,0,NA,0,NA,19.11964286,,Acipenser baeri,,Acipenseridae,,juvenile,NS,group 1,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,142,NA,17,0,,0,NA,0,NA,6.140654762,,Acipenser baeri,,Acipenseridae,,juvenile,NS,group 1,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,91,NA,17,0,,0,NA,0,NA,4.211458333,,Acipenser baeri,,Acipenseridae,,juvenile,NS,group 1,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,339,NA,17,0,,0,NA,0,NA,10.98723214,,Acipenser baeri,,Acipenseridae,,juvenile,NS,group 2,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,258,NA,17,0,,0,NA,0,NA,16.42446429,,Acipenser baeri,,Acipenseridae,,juvenile,NS,group 2,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,142,NA,17,0,,0,NA,0,NA,5.561666667,,Acipenser baeri,,Acipenseridae,,juvenile,NS,group 2,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
1986,Dabrowski et al,Aquac.,91,NA,17,0,,0,NA,0,NA,4.414583333,,Acipenser baeri,,Acipenseridae,,juvenile,NS,group 2,17,mean,14,NA,,,,,,,2,21,exogenous,,,Rearing of Sturgeon (Acipenser baeri Brandt ) Larvae III. Nitrogen and Energy Metabolism and Amino Acid Absorption ,,,Not specified,Not specified,,Dabrowski et al1986_Aquac.,
2000,Szczepkowski,Arch. Pol. Fish.,827,NA,20,0,,0,NA,0.5,NA,148.09089,,Acipenser baeri,,Acipenseridae,,juvenile,NS,1,20,mean,NA,NA,,,,,,,2,365,exogenous,,,Comparison of oxygen consumption and ammonia excretion by Siberian sturgeon (Acipenser baeri Brandt) and its hybrid with Green sturgeon (Acipenser medirostris …,,,Not specified,Not specified,,Szczepkowski2000_Arch. Pol. Fish.,
2000,Szczepkowski,Arch. Pol. Fish.,927,NA,20,0,,0,NA,0.5,NA,114.79041,,Acipenser baeri,,Acipenseridae,,juvenile,NS,2,20,mean,NA,NA,,,,,,,2,365,exogenous,,,Comparison of oxygen consumption and ammonia excretion by Siberian sturgeon (Acipenser baeri Brandt) and its hybrid with Green sturgeon (Acipenser medirostris …,,,Not specified,Not specified,,Szczepkowski2000_Arch. Pol. Fish.,
2000,Szczepkowski,Arch. Pol. Fish.,1081,NA,20,0,,0,NA,0.5,NA,119.20187,,Acipenser baeri,,Acipenseridae,,juvenile,NS,3,20,mean,NA,NA,,,,,,,2,365,exogenous,,,Comparison of oxygen consumption and ammonia excretion by Siberian sturgeon (Acipenser baeri Brandt) and its hybrid with Green sturgeon (Acipenser medirostris …,,,Not specified,Not specified,,Szczepkowski2000_Arch. Pol. Fish.,
2000,Szczepkowski,Arch. Pol. Fish.,1146,NA,20,0,,0,NA,0.5,NA,126.30066,,Acipenser baeri,,Acipenseridae,,juvenile,NS,4,20,mean,NA,NA,,,,,,,2,365,exogenous,,,Comparison of oxygen consumption and ammonia excretion by Siberian sturgeon (Acipenser baeri Brandt) and its hybrid with Green sturgeon (Acipenser medirostris …,,,Not specified,Not specified,,Szczepkowski2000_Arch. Pol. Fish.,
2000,Szczepkowski,Arch. Pol. Fish.,973,NA,20,0,,0,NA,0.5,NA,153.65616,,Acipenser baeri medirostris (hybrid),,Acipenseridae,,juvenile,NS,1,20,mean,NA,NA,,,,,,,2,365,exogenous,,,Comparison of oxygen consumption and ammonia excretion by Siberian sturgeon (Acipenser baeri Brandt) and its hybrid with Green sturgeon (Acipenser medirostris …,,,Not specified,Not specified,,Szczepkowski2000_Arch. Pol. Fish.,
2000,Szczepkowski,Arch. Pol. Fish.,1064,NA,20,0,,0,NA,0.5,NA,128.70144,,Acipenser baeri medirostris (hybrid),,Acipenseridae,,juvenile,NS,2,20,mean,NA,NA,,,,,,,2,365,exogenous,,,Comparison of oxygen consumption and ammonia excretion by Siberian sturgeon (Acipenser baeri Brandt) and its hybrid with Green sturgeon (Acipenser medirostris …,,,Not specified,Not specified,,Szczepkowski2000_Arch. Pol. Fish.,
2000,Szczepkowski,Arch. Pol. Fish.,1259,NA,20,0,,0,NA,0.5,NA,147.9325,,Acipenser baeri medirostris (hybrid),,Acipenseridae,,juvenile,NS,3,20,mean,NA,NA,,,,,,,2,365,exogenous,,,Comparison of oxygen consumption and ammonia excretion by Siberian sturgeon (Acipenser baeri Brandt) and its hybrid with Green sturgeon (Acipenser medirostris …,,,Not specified,Not specified,,Szczepkowski2000_Arch. Pol. Fish.,
2000,Szczepkowski,Arch. Pol. Fish.,1307,NA,20,0,,0,NA,0.5,NA,135.24836,,Acipenser baeri medirostris (hybrid),,Acipenseridae,,juvenile,NS,4,20,mean,NA,NA,,,,,,,2,365,exogenous,,,Comparison of oxygen consumption and ammonia excretion by Siberian sturgeon (Acipenser baeri Brandt) and its hybrid with Green sturgeon (Acipenser medirostris …,,,Not specified,Not specified,,Szczepkowski2000_Arch. Pol. Fish.,
2021,Yoon,J. Fish Biol.,1.8114,NA,16,0,,0,NA,0,NA,0.353970203,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.3587,NA,16,0,,0,NA,0,NA,0.211831384,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.7209,NA,16,0,,0,NA,0,NA,0.208851177,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.2745,NA,16,0,,0,NA,0,NA,0.122883212,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,2.6298,NA,16,0,,0,NA,0,NA,0.153884956,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.8689,NA,16,0,,0,NA,0,NA,0.195104189,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.375,NA,16,0,,0,NA,0,NA,0.10443752,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.7434,NA,16,0,,0,NA,0,NA,0.108577557,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.6693,NA,16,0,,0,NA,0,NA,0.219676708,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,2.2386,NA,16,0,,0,NA,0,NA,0.066457542,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,2.2321,NA,16,0,,0,NA,0,NA,0.282864212,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.0199,NA,16,0,,0,NA,0,NA,0.056525489,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.8964,NA,16,0,,0,NA,0,NA,0.187393999,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.6755,NA,16,0,,0,NA,0,NA,0.183604306,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,2.0319,NA,16,0,,0,NA,0,NA,0.232693188,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.6348,NA,16,0,,0,NA,0,NA,0.171441803,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.7234,NA,16,0,,0,NA,0,NA,0.171103719,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.6457,NA,16,0,,0,NA,0,NA,0.104688079,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,2.2495,NA,16,0,,0,NA,0,NA,0.164858499,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.9788,NA,16,0,,0,NA,0,NA,0.300292596,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.35,NA,16,0,,0,NA,0,NA,0.15116733,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,2.306,NA,16,0,,0,NA,0,NA,0.195924286,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.3671,NA,16,0,,0,NA,0,NA,0.222528062,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,2.7394,NA,16,0,,0,NA,0,NA,0.192347081,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.9095,NA,16,0,,0,NA,0,NA,0.128542556,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.4737,NA,16,0,,0,NA,0,NA,0.196020374,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,2.2802,NA,16,0,,0,NA,0,NA,0.198565653,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.1773,NA,16,0,,0,NA,0,NA,0.103624922,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.1838,NA,16,0,,0,NA,0,NA,0.121780584,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,2.4299,NA,16,0,,0,NA,0,NA,0.086498851,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,2.9436,NA,16,0,,0,NA,0,NA,0.092621699,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,1.2367,NA,16,0,,0,NA,0,NA,0,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,130,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0157,NA,16,0,,0,NA,0,NA,0.005132058,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0282,NA,16,0,,0,NA,0,NA,0.005378868,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0309,NA,16,0,,0,NA,0,NA,0.003363966,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0218,NA,16,0,,0,NA,0,NA,0.005784229,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0165,NA,16,0,,0,NA,0,NA,0.003781942,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0349,NA,16,0,,0,NA,0,NA,0.004993576,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0306,NA,16,0,,0,NA,0,NA,0.005107752,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0244,NA,16,0,,0,NA,0,NA,0.006117497,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0192,NA,16,0,,0,NA,0,NA,0.00684029,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0206,NA,16,0,,0,NA,0,NA,0.004265844,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.024,NA,16,0,,0,NA,0,NA,0.006073747,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0257,NA,16,0,,0,NA,0,NA,0.00632891,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0272,NA,16,0,,0,NA,0,NA,0.003724529,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0225,NA,16,0,,0,NA,0,NA,0.004507279,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0245,NA,16,0,,0,NA,0,NA,0.004773088,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0258,NA,16,0,,0,NA,0,NA,0.009612275,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.038,NA,16,0,,0,NA,0,NA,0.005248841,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
2021,Yoon,J. Fish Biol.,0.0297,NA,16,0,,0,NA,0,NA,0.005266377,,Acipenser fulvescens,,Acipenseridae,,larval,wild,NA,16,indiv,1,NA,,,,,,,1,21,unclear,,,"Comparison of methods to quantify metabolic rate
and its relationship with activity in larval lake sturgeon
Acipenser fulvescens",,,Winnipeg River,Winnipeg River,,Yoon2021_J. Fish Biol.,
