year,author,journal,mass_g,se_mass_g,temperature_c,temperature_c_sd,swimspeed_cm_per_s,se_swimspeed_cm_per_s,swimspeed_bodylengths_per_second,se_swimSpeed_bodylengths_per_second,mr_mgo2_per_h,species,life_stage,author_notes,notes,author_fishid,indiv_or_mean,n,fork_length_cm,data_quality,age_dph,exogenous_or_endogenous,salinity_ppt,salinity_factor,latitude_degrees,longitude_degrees,river_of_origin,hatchery_or_wIld,digitized_figure
2013,Beauregard et al.,Can. J. Fish. Aquat. Sci,11.58984612,,19.5,3,0,NA,0,NA,1.290494204,Salmo salar,juvenile,max thermal regime,"three thermal regimes: all three center at 20 degrees, one with a minor diurnal variation  (18.5 to 21.5) and one with major diurnal variation (17.5 to 22.5)",,individual,1,NA,1,,exogenous,NA,NA,47,-70,Ouelle River,wild,NA
2013,Beauregard et al.,Can. J. Fish. Aquat. Sci,16.17620196,,19.5,3,0,NA,0,NA,3.656028727,Salmo salar,juvenile,max thermal regime,"three thermal regimes: all three center at 20 degrees, one with a minor diurnal variation  (18.5 to 21.5) and one with major diurnal variation (17.5 to 22.5)",,individual,1,NA,1,,exogenous,NA,NA,47,-70,Ouelle River,wild,NA
2013,Beauregard et al.,Can. J. Fish. Aquat. Sci,19.07409002,,19.5,3,0,NA,0,NA,1.599909296,Salmo salar,juvenile,max thermal regime,"three thermal regimes: all three center at 20 degrees, one with a minor diurnal variation  (18.5 to 21.5) and one with major diurnal variation (17.5 to 22.5)",,individual,1,NA,1,,exogenous,NA,NA,47,-70,Ouelle River,wild,NA
2013,Beauregard et al.,Can. J. Fish. Aquat. Sci,16.80815758,,19.5,3,0,NA,0,NA,2.282012153,Salmo salar,juvenile,max thermal regime,"three thermal regimes: all three center at 20 degrees, one with a minor diurnal variation  (18.5 to 21.5) and one with major diurnal variation (17.5 to 22.5)",,individual,1,NA,1,,exogenous,NA,NA,47,-70,Ouelle River,wild,NA
2013,Beauregard et al.,Can. J. Fish. Aquat. Sci,19.74344906,,19.5,3,0,NA,0,NA,2.879008577,Salmo salar,juvenile,max thermal regime,"three thermal regimes: all three center at 20 degrees, one with a minor diurnal variation  (18.5 to 21.5) and one with major diurnal variation (17.5 to 22.5)",,individual,1,NA,1,,exogenous,NA,NA,47,-70,Ouelle River,wild,NA
2013,Beauregard et al.,Can. J. Fish. Aquat. Sci,23.45951349,,19.5,3,0,NA,0,NA,2.50927276,Salmo salar,juvenile,max thermal regime,"three thermal regimes: all three center at 20 degrees, one with a minor diurnal variation  (18.5 to 21.5) and one with major diurnal variation (17.5 to 22.5)",,individual,1,NA,1,,exogenous,NA,NA,47,-70,Ouelle River,wild,NA
2013,Beauregard et al.,Can. J. Fish. Aquat. Sci,25.98374844,,19.5,3,0,NA,0,NA,2.728071272,Salmo salar,juvenile,max thermal regime,"three thermal regimes: all three center at 20 degrees, one with a minor diurnal variation  (18.5 to 21.5) and one with major diurnal variation (17.5 to 22.5)",,individual,1,NA,1,,exogenous,NA,NA,47,-70,Ouelle River,wild,NA
2013,Beauregard et al.,Can. J. Fish. Aquat. Sci,28.77959014,,19.5,3,0,NA,0,NA,3.177494535,Salmo salar,juvenile,max thermal regime,"three thermal regimes: all three center at 20 degrees, one with a minor diurnal variation  (18.5 to 21.5) and one with major diurnal variation (17.5 to 22.5)",,individual,1,NA,1,,exogenous,NA,NA,47,-70,Ouelle River,wild,NA
2013,Beauregard et al.,Can. J. Fish. Aquat. Sci,9.79142828,,19.5,3,0,NA,0,NA,1.367126659,Salmo salar,juvenile,max thermal regime,"three thermal regimes: all three center at 20 degrees, one with a minor diurnal variation  (18.5 to 21.5) and one with major diurnal variation (17.5 to 22.5)",,individual,1,NA,1,,exogenous,NA,NA,47,-70,Ouelle River,wild,NA
2019,Hvas et al.,Journal of Fish Biol,343,34,13,NA,29.90654206,NA,0.949414034,NA,62.24589207,Salmo salar,juvenile,tested individually in small chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,31.5,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
2019,Hvas et al.,Journal of Fish Biol,343,34,13,NA,44.85981308,NA,1.42412105,NA,96.81086865,Salmo salar,juvenile,tested individually in small chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,31.5,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
2019,Hvas et al.,Journal of Fish Biol,343,34,13,NA,59.81308411,NA,1.898828067,NA,111.0076742,Salmo salar,juvenile,tested individually in small chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,31.5,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
2019,Hvas et al.,Journal of Fish Biol,343,34,13,NA,74.76635514,NA,2.373535084,NA,134.166475,Salmo salar,juvenile,tested individually in small chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,31.5,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
2019,Hvas et al.,Journal of Fish Biol,343,34,13,NA,89.90654206,NA,2.854175938,NA,156.917151,Salmo salar,juvenile,tested individually in small chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,31.5,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
2019,Hvas et al.,Journal of Fish Biol,403,16,13,NA,29.90654206,NA,0.895405451,NA,83.66407752,Salmo salar,juvenile,tested in group in larger chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,33.4,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
2019,Hvas et al.,Journal of Fish Biol,403,16,13,NA,44.85981308,NA,1.343108176,NA,108.4808689,Salmo salar,juvenile,tested in group in larger chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,33.4,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
2019,Hvas et al.,Journal of Fish Biol,403,16,13,NA,60,NA,1.796407186,NA,139.9974782,Salmo salar,juvenile,tested in group in larger chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,33.4,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
2019,Hvas et al.,Journal of Fish Biol,403,16,13,NA,74.95327103,NA,2.244109911,NA,177.2584501,Salmo salar,juvenile,tested in group in larger chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,33.4,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
2019,Hvas et al.,Journal of Fish Biol,403,16,13,NA,89.90654206,NA,2.691812636,NA,214.0407996,Salmo salar,juvenile,tested in group in larger chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,33.4,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
2019,Hvas et al.,Journal of Fish Biol,343,34,13,NA,0,NA,0,NA,42.189,Salmo salar,juvenile,standard metabolic rate tested in small Ucrit chamber,unclear how many fish per group. Paper also includes Ucrit data if needed,NA,mean,1,31.5,1,,exogenous,NA,NA,NA,NA,NA,hatchery,1
