SiteName,Type,Category,Date,Event,Species,FL_mm,TL_mm,SI,Race,Mort,Effort,Turb,Comments
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,39,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,39,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,38,40,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,39,40,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,39,41,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,39,42,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,39,39,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,39,41,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,39,41,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,39,41,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,40,42,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,41,43,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,41,43,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,42,45,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,112,124,5,W,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,NA,NA,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,MSS,56,60,NA,NA,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,MSS,58,61,NA,NA,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,MSS,66,69,NA,NA,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,RBT,192,196,5,NA,N,192,47.2,Hatchery
69.1L,Naturalized,Naturalized,2/11/2014,3,SASQ,184,202,NA,NA,N,192,47.2,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,35,37,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,35,37,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,36,38,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,36,38,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,36,38,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,36,38,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,37,39,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,37,39,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,37,39,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,37,39,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,Y,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,38,40,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,39,41,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,39,41,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,39,41,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,39,41,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,40,42,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,40,42,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,42,45,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,42,45,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,CHN,46,49,2,F,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,GSF,87,90,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,MSS,64,67,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,MSS,66,70,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,MSS,68,74,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,MSS,68,74,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,MSS,75,78,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,MSS,77,82,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,MSS,78,83,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,MSS,80,86,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,PKS,40,41,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,PKS,55,57,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SASQ,70,76,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,77,78,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,78,80,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,78,82,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,80,82,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,82,85,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,82,85,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,92,95,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,94,96,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,102,105,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,154,160,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,SMB,182,190,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,TP,87,91,NA,NA,N,117,40.5,NA
56.0R,Unmitigated,Unmitigated,2/12/2014,3,TP,90,96,NA,NA,N,117,40.5,NA
50.3R,Naturalized,Naturalized,2/12/2014,3,BGS,35,36,NA,NA,N,122,35,NA
50.3R,Naturalized,Naturalized,2/12/2014,3,CHN,37,39,2,F,N,122,35,NA
50.3R,Naturalized,Naturalized,2/12/2014,3,CHN,38,40,2,F,Y,122,35,NA
50.3R,Naturalized,Naturalized,2/12/2014,3,CHN,38,40,2,F,N,122,35,NA
50.3R,Naturalized,Naturalized,2/12/2014,3,CHN,38,40,2,F,N,122,35,NA
50.3R,Naturalized,Naturalized,2/12/2014,3,CHN,41,43,2,F,Y,122,35,NA
50.3R,Naturalized,Naturalized,2/12/2014,3,LMB,87,92,NA,NA,N,122,35,NA
50.3R,Naturalized,Naturalized,2/12/2014,3,MSS,56,60,NA,NA,N,122,35,NA
50.3R,Naturalized,Naturalized,2/12/2014,3,MSS,61,65,NA,NA,N,122,35,NA
50.3R,Naturalized,Naturalized,2/12/2014,3,RBT,175,185,5,NA,N,122,35,Hatchery
50.3R,Naturalized,Naturalized,2/12/2014,3,RBT,212,220,5,NA,N,122,35,Hatchery
50.3R,Naturalized,Naturalized,2/12/2014,3,RBT,230,239,5,NA,N,122,35,Hatchery
50.3R,Naturalized,Naturalized,2/12/2014,3,TFS,80,91,NA,NA,N,122,35,NA
50.2L,NoBench,Mitigated,2/12/2014,3,BGS,57,60,NA,NA,N,164,35,NA
50.2L,NoBench,Mitigated,2/12/2014,3,BGS,60,63,NA,NA,N,164,35,NA
50.2L,NoBench,Mitigated,2/12/2014,3,BGS,64,65,NA,NA,N,164,35,NA
50.2L,NoBench,Mitigated,2/12/2014,3,BGS,65,69,NA,NA,N,164,35,NA
50.2L,NoBench,Mitigated,2/12/2014,3,BGS,80,83,NA,NA,N,164,35,NA
50.2L,NoBench,Mitigated,2/12/2014,3,BGS,138,143,NA,NA,N,164,35,NA
