SiteName,Type,Category,Date,Event,Species,FL_mm,TL_mm,SI,Race,Mort,Effort,Turb,Comments
85.6R,NoBench,Mitigated,1/31/2014,2,SPTB,83,87,NA,NA,N,154,10.35,NA
85.6R,NoBench,Mitigated,1/31/2014,2,SPTB,155,163,NA,NA,N,154,10.35,NA
85.6R,NoBench,Mitigated,1/31/2014,2,TP,75,80,NA,NA,N,154,10.35,NA
85.6R,NoBench,Mitigated,1/31/2014,2,TP,77,82,NA,NA,N,154,10.35,NA
85.6R,NoBench,Mitigated,1/31/2014,2,TP,77,82,NA,NA,N,154,10.35,NA
85.6R,NoBench,Mitigated,1/31/2014,2,TP,79,84,NA,NA,N,154,10.35,NA
85.6R,NoBench,Mitigated,1/31/2014,2,TP,113,121,NA,NA,N,154,10.35,NA
85.6R,NoBench,Mitigated,1/31/2014,2,WHS,71,75,NA,NA,N,154,10.35,NA
85.6R,NoBench,Mitigated,1/31/2014,2,WHS,74,78,NA,NA,N,154,10.35,NA
85.6R,NoBench,Mitigated,1/31/2014,2,WHS,78,82,NA,NA,N,154,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,C,480,540,NA,NA,N,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,C,545,590,NA,NA,N,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,CHC,416,443,NA,NA,N,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,CHC,419,458,NA,NA,N,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,CHN,88,96,5,W,Y,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,CHN,99,110,5,W,N,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,CHN,123,139,5,W,N,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,MSS,77,84,NA,NA,N,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,SASU,51,53,NA,NA,N,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,SASU,64,67,NA,NA,N,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,SASU,290,308,NA,NA,N,182,10.35,NA
85.6L,Unmitigated,Unmitigated,1/31/2014,2,WHS,77,84,NA,NA,N,182,10.35,NA
72.2R,Bench,Mitigated,1/31/2014,2,C,455,505,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,GSF,72,75,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,LMB,66,69,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,LMB,71,73,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,LMB,75,77,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,LMB,80,83,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,LMB,172,183,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,SASU,484,511,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,SASU,487,518,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,SASU,530,564,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,SMB,69,72,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,SMB,90,93,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,SMB,101,106,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,SMB,128,136,NA,NA,N,150,12.01,NA
72.2R,Bench,Mitigated,1/31/2014,2,SMB,302,320,NA,NA,N,150,12.01,NA
69.9R,NoBench,Mitigated,1/31/2014,2,CHN,167,183,5,LF,N,165,46.82,Hatchery
69.9R,NoBench,Mitigated,1/31/2014,2,LMB,64,68,NA,NA,N,165,74.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,PKS,121,126,NA,NA,N,165,22.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,SASU,422,446,NA,NA,N,165,18.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,SASU,476,505,NA,NA,N,165,14.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,SMB,67,72,NA,NA,N,165,54.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,SMB,127,133,NA,NA,N,165,50.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,SPTB,72,77,NA,NA,N,165,66.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,SPTB,72,77,NA,NA,N,165,70.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,SPTB,76,81,NA,NA,N,165,62.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,SPTB,82,87,NA,NA,N,165,58.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,TP,84,90,NA,NA,N,165,42.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,TP,92,97,NA,NA,N,165,30.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,TP,94,100,NA,NA,N,165,34.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,TP,120,128,NA,NA,N,165,38.82,NA
69.9R,NoBench,Mitigated,1/31/2014,2,TP,145,156,NA,NA,N,165,26.82,NA
69.1L,Naturalized,Naturalized,1/31/2014,2,CHN,90,98,5,W,N,111,13.9,NA
69.1L,Naturalized,Naturalized,1/31/2014,2,CHN,125,135,5,W,N,111,13.9,NA
69.1L,Naturalized,Naturalized,1/31/2014,2,CHN,154,172,5,LF,N,111,13.9,NA
69.1L,Naturalized,Naturalized,1/31/2014,2,SASU,445,475,NA,NA,N,111,13.9,NA
56.0R,Unmitigated,Unmitigated,2/1/2014,2,CHN,102,137,5,W,N,131,6.98,NA
56.0R,Unmitigated,Unmitigated,2/1/2014,2,LMB,78,83,NA,NA,N,131,6.98,NA
56.0R,Unmitigated,Unmitigated,2/1/2014,2,LMB,108,114,NA,NA,N,131,6.98,NA
56.0R,Unmitigated,Unmitigated,2/1/2014,2,LMB,165,174,NA,NA,N,131,6.98,NA
56.0R,Unmitigated,Unmitigated,2/1/2014,2,MSS,74,81,NA,NA,N,131,6.98,NA
56.0R,Unmitigated,Unmitigated,2/1/2014,2,TP,78,83,NA,NA,N,131,6.98,NA
56.0R,Unmitigated,Unmitigated,2/1/2014,2,TP,81,88,NA,NA,N,131,6.98,NA
56.0R,Unmitigated,Unmitigated,2/1/2014,2,TP,89,96,NA,NA,N,131,6.98,NA
50.3R,Naturalized,Naturalized,2/1/2014,2,MSS,69,75,NA,NA,N,113,7.16,NA
50.2L,NoBench,Mitigated,2/1/2014,2,BGS,44,47,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,BGS,52,55,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,BGS,56,60,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,BGS,56,59,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,BGS,63,67,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,BGS,63,67,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,BGS,69,74,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,BGS,69,73,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,BGS,80,86,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,BGS,87,92,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,LMB,73,75,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,PRS,99,99,NA,NA,N,148,7.67,NA
50.2L,NoBench,Mitigated,2/1/2014,2,TP,87,93,NA,NA,N,148,7.67,NA
47.9R,Slope,Mitigated,2/1/2014,2,BGS,68,71,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,GSF,94,98,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,LMB,93,98,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,PRS,89,89,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,PRS,101,101,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,SMB,65,67,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,SMB,72,76,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,SMB,72,75,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,SMB,76,78,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,SMB,78,81,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,SMB,88,92,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,SMB,150,159,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,72,77,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,78,83,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,81,86,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,81,86,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,82,88,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,85,90,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,86,92,NA,NA,Y,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,88,95,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,90,97,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,90,97,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,90,97,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,92,98,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,94,99,NA,NA,N,118,4.95,NA
47.9R,Slope,Mitigated,2/1/2014,2,TP,96,103,NA,NA,N,118,4.95,NA
47.0L,Slope,Mitigated,2/1/2014,2,BGS,48,52,NA,NA,N,157,10.42,NA
47.0L,Slope,Mitigated,2/1/2014,2,BGS,48,51,NA,NA,N,157,10.42,NA
47.0L,Slope,Mitigated,2/1/2014,2,BGS,51,54,NA,NA,N,157,10.42,NA
47.0L,Slope,Mitigated,2/1/2014,2,BGS,53,56,NA,NA,N,157,10.42,NA
47.0L,Slope,Mitigated,2/1/2014,2,BGS,57,61,NA,NA,N,157,10.42,NA
47.0L,Slope,Mitigated,2/1/2014,2,BGS,62,66,NA,NA,N,157,10.42,NA
47.0L,Slope,Mitigated,2/1/2014,2,BGS,70,75,NA,NA,N,157,10.42,NA
47.0L,Slope,Mitigated,2/1/2014,2,MSS,80,87,NA,NA,N,157,10.42,NA
47.0L,Slope,Mitigated,2/1/2014,2,PRS,82,82,NA,NA,N,157,10.42,NA
47.0L,Slope,Mitigated,2/1/2014,2,RSN,51,53,NA,NA,N,157,10.42,NA
44.7R,Slope,Mitigated,2/1/2014,2,CHN,129,145,5,W,N,146,4.23,NA
44.7R,Slope,Mitigated,2/1/2014,2,GSF,110,115,NA,NA,N,146,4.23,NA
44.7R,Slope,Mitigated,2/1/2014,2,LMB,83,88,NA,NA,N,146,4.23,NA
44.7R,Slope,Mitigated,2/1/2014,2,PRS,77,77,NA,NA,N,146,4.23,NA
44.7R,Slope,Mitigated,2/1/2014,2,PRS,90,90,NA,NA,N,146,4.23,NA
44.7R,Slope,Mitigated,2/1/2014,2,PRS,105,105,NA,NA,N,146,4.23,NA
44.7R,Slope,Mitigated,2/1/2014,2,SMB,66,70,NA,NA,N,146,4.23,NA
44.7R,Slope,Mitigated,2/1/2014,2,SMB,83,88,NA,NA,N,146,4.23,NA
44.7R,Slope,Mitigated,2/1/2014,2,SMB,88,94,NA,NA,N,146,4.23,NA
43.7R,Slope,Mitigated,2/1/2014,2,BGS,101,109,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,CHN,151,168,5,LF,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,CHN,167,180,5,LF,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,CHN,167,179,5,LF,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,LMB,77,81,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,SMB,67,70,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,SMB,80,83,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,84,91,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,87,93,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,88,94,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,88,94,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,89,95,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,90,97,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,91,97,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,91,96,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,94,101,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,95,102,NA,NA,N,142,6.18,NA
43.7R,Slope,Mitigated,2/1/2014,2,TP,99,105,NA,NA,N,142,6.18,NA
91.9R,Naturalized,Naturalized,2/11/2014,3,CHN,36,38,2,F,N,129,30.2,NA
91.9R,Naturalized,Naturalized,2/11/2014,3,CHN,135,153,5,W,N,129,30.2,NA
91.9R,Naturalized,Naturalized,2/11/2014,3,CHN,136,152,5,W,N,129,30.2,NA
91.9R,Naturalized,Naturalized,2/11/2014,3,MSS,72,80,NA,NA,N,129,30.2,NA
91.9R,Naturalized,Naturalized,2/11/2014,3,MSS,78,87,NA,NA,N,129,30.2,NA
91.9R,Naturalized,Naturalized,2/11/2014,3,MSS,83,91,NA,NA,N,129,30.2,NA
91.9R,Naturalized,Naturalized,2/11/2014,3,SASQ,158,174,NA,NA,N,129,30.2,NA
91.9R,Naturalized,Naturalized,2/11/2014,3,SASU,300,320,NA,NA,N,129,30.2,NA
90.8R,Naturalized,Naturalized,2/11/2014,3,SASQ,163,180,NA,NA,N,107,30.3,NA
90.8R,Naturalized,Naturalized,2/11/2014,3,SASQ,610,655,NA,NA,N,107,30.3,Tag inserted
90.8L,Unmitigated,Unmitigated,2/11/2014,3,CHN,123,137,5,W,N,101,30.3,NA
87.0L,Slope,Mitigated,2/11/2014,3,BGS,43,45,NA,NA,N,115,43,NA
87.0L,Slope,Mitigated,2/11/2014,3,CHN,54,59,3,S,N,115,43,NA
87.0L,Slope,Mitigated,2/11/2014,3,LMB,88,93,NA,NA,N,115,43,NA
87.0L,Slope,Mitigated,2/11/2014,3,LMB,290,304,NA,NA,N,115,43,Tag inserted
87.0L,Slope,Mitigated,2/11/2014,3,MSS,66,70,NA,NA,N,115,43,NA
87.0L,Slope,Mitigated,2/11/2014,3,RBT,199,210,5,NA,N,115,43,Hatchery
87.0L,Slope,Mitigated,2/11/2014,3,RBT,417,441,6,NA,N,115,43,adult
87.0L,Slope,Mitigated,2/11/2014,3,SASQ,322,346,NA,NA,N,115,43,Tag inserted
87.0L,Slope,Mitigated,2/11/2014,3,SMB,237,251,NA,NA,N,115,43,Tag inserted
87.0L,Slope,Mitigated,2/11/2014,3,TFS,86,97,NA,NA,N,115,43,NA
87.0L,Slope,Mitigated,2/11/2014,3,TP,75,80,NA,NA,N,115,43,NA
87.0L,Slope,Mitigated,2/11/2014,3,TP,80,87,NA,NA,N,115,43,NA
87.0L,Slope,Mitigated,2/11/2014,3,TP,96,102,NA,NA,N,115,43,NA
87.0L,Slope,Mitigated,2/11/2014,3,TP,112,119,NA,NA,N,115,43,NA
85.6R,NoBench,Mitigated,2/11/2014,3,LMB,65,70,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,LMB,89,94,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,LMB,94,98,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,LMB,110,115,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,LMB,111,117,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,LMB,166,175,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,LMB,195,207,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,LMB,204,215,NA,NA,N,130,34.2,Tag inserted
85.6R,NoBench,Mitigated,2/11/2014,3,MSS,74,81,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,MSS,90,97,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,PKS,105,112,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,RBT,189,196,5,NA,N,130,34.2,Hatchery
85.6R,NoBench,Mitigated,2/11/2014,3,TFS,90,112,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,TP,83,89,NA,NA,N,130,34.2,NA
85.6R,NoBench,Mitigated,2/11/2014,3,TP,94,100,NA,NA,N,130,34.2,NA
85.6L,Unmitigated,Unmitigated,2/11/2014,3,MSS,54,57,NA,NA,N,119,34.2,NA
85.6L,Unmitigated,Unmitigated,2/11/2014,3,MSS,59,62,NA,NA,N,119,34.2,NA
85.6L,Unmitigated,Unmitigated,2/11/2014,3,MSS,71,75,NA,NA,N,119,34.2,NA
85.6L,Unmitigated,Unmitigated,2/11/2014,3,PRS,125,125,NA,NA,N,119,34.2,NA
85.6L,Unmitigated,Unmitigated,2/11/2014,3,TP,85,90,NA,NA,N,119,34.2,NA
72.2R,Bench,Mitigated,2/11/2014,3,BGS,39,41,NA,NA,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,CHN,34,36,2,F,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,CHN,35,37,2,F,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,CHN,37,39,2,F,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,CHN,38,40,2,F,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,CHN,38,40,2,F,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,CHN,40,42,2,F,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,LMB,82,85,NA,NA,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,MSS,49,53,NA,NA,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,MSS,50,53,NA,NA,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,MSS,62,67,NA,NA,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,MSS,73,78,NA,NA,N,164,42.1,NA
72.2R,Bench,Mitigated,2/11/2014,3,RBT,180,188,5,NA,N,164,42.1,Hatchery
72.2R,Bench,Mitigated,2/11/2014,3,RBT,210,218,5,NA,N,164,42.1,Hatchery
72.2R,Bench,Mitigated,2/11/2014,3,RBT,222,230,5,NA,N,164,42.1,Hatchery
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,35,37,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,35,36,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,35,37,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,35,37,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,35,37,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,35,37,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,35,36,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,36,38,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,36,38,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,36,38,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,36,38,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,37,39,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,37,39,2,F,Y,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,37,39,2,F,Y,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,38,40,2,F,Y,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,38,40,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,38,40,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,38,40,2,F,Y,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,38,40,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,38,40,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,38,40,2,F,Y,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,39,41,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,39,41,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,39,41,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,39,41,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,40,42,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,40,42,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,40,42,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,40,42,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,40,42,2,F,Y,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,44,47,2,F,Y,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,47,50,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,60,64,3,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,102,114,5,W,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,NA,NA,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,NA,NA,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,NA,NA,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,NA,NA,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,CHN,NA,NA,2,F,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,GSF,76,78,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,LMB,264,277,NA,NA,N,223,42.9,Tag inserted
69.9R,NoBench,Mitigated,2/11/2014,3,LMB,310,324,NA,NA,N,223,42.9,Tag inserted
69.9R,NoBench,Mitigated,2/11/2014,3,LMB,356,371,NA,NA,N,223,42.9,Tag inserted
69.9R,NoBench,Mitigated,2/11/2014,3,LMB,130,137,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,MSS,68,72,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,MSS,75,82,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,MSS,77,82,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,MSS,88,95,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,RBT,175,183,5,NA,N,223,42.9,Hatchery
69.9R,NoBench,Mitigated,2/11/2014,3,RBT,194,205,5,NA,N,223,42.9,Hatchery
69.9R,NoBench,Mitigated,2/11/2014,3,RBT,200,207,5,NA,N,223,42.9,Hatchery
69.9R,NoBench,Mitigated,2/11/2014,3,RBT,203,210,5,NA,N,223,42.9,Hatchery
69.9R,NoBench,Mitigated,2/11/2014,3,RBT,211,221,5,NA,N,223,42.9,Hatchery
69.9R,NoBench,Mitigated,2/11/2014,3,RBT,225,230,5,NA,N,223,42.9,Hatchery
69.9R,NoBench,Mitigated,2/11/2014,3,SMB,95,100,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SMB,141,147,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SMB,150,156,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SMB,161,170,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SMB,163,172,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SMB,281,300,NA,NA,N,223,42.9,Tag inserted
69.9R,NoBench,Mitigated,2/11/2014,3,SMB,297,311,NA,NA,N,223,42.9,Tag inserted
69.9R,NoBench,Mitigated,2/11/2014,3,SMB,171,179,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SPLT,350,405,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SPTB,50,52,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SPTB,57,59,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SPTB,72,75,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SPTB,77,79,NA,NA,N,223,42.9,NA
69.9R,NoBench,Mitigated,2/11/2014,3,SPTB,80,82,NA,NA,N,223,42.9,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,32,35,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,32,33,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,33,34,1,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,35,36,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,36,38,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,36,38,2,F,N,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,36,38,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,36,38,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,Y,192,47.2,NA
69.1L,Naturalized,Naturalized,2/11/2014,3,CHN,37,39,2,F,Y,192,47.2,NA
