No,Fish,Length,Depart,DLocation,DLocationGen,Arrive,ALocation,ALocationGen,Dist_km,DeltaTime,DeltaTimeMin,Distperhour,Distperday,Activity,,1,Dist_referenceA,Dist_referenceB,Helper1,Helper2,Dist.KM,
85,12,46,5/20/13 8:51 PM,BayBr16B,BayBridge,5/21/13 2:43 PM,GG8,GoldenGate,7.79,17:51,1072,0.44,10.47,Migrate,,86,ThreeMile_SacBrnSE,Decker_IsSW,ThreeMile_SacBrnSE Decker_IsSW,Decker_IsSW ThreeMile_SacBrnSE,7.95,
86,12,46,5/22/13 6:02 AM,GG9,GoldenGate,5/22/13 8:35 PM,BayBr18,BayBridge,7.85,14:33,873,0.54,12.94,Migrate,,87,FranksTractW,AntiochS,FranksTractW AntiochS,AntiochS FranksTractW,skipped a station,
87,12,46,5/25/13 1:33 AM,BayBr11,BayBridge,5/26/13 12:22 PM,GG5.1,GoldenGate,8.53,10:48,2089,0.25,5.88,Migrate,,88,BenBr03,CarBr04,BenBr03 CarBr04,CarBr04 BenBr03,9.5,
88,14,45,2/28/13 10:43 PM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,3/1/13 12:16 AM,ThreeMile_SJbrnW,ThreeMileSouth,5.10,1:33,94,3.27,78.50,Delta,,89,CarBr03,BenBr04,CarBr03 BenBr04,BenBr04 CarBr03,9.6,
89,14,45,3/1/13 2:44 AM,ThreeMile_SJbrnW,ThreeMileSouth,3/1/13 4:02 AM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,4.52,1:17,77,3.51,84.24,Delta,,90,BenBrCenter,CarBr04,BenBrCenter CarBr04,CarBr04 BenBrCenter,9.68,
90,14,45,3/1/13 1:08 PM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,3/2/13 11:56 PM,AntiochS,SJ_Antioch,skipped a station,10:47,2088,#VALUE!,#VALUE!,,,91,CarBr02,BenBr03,CarBr02 BenBr03,BenBr03 CarBr02,9.57,
91,14,45,3/4/13 12:17 PM,AntiochS,SJ_Antioch,3/5/13 7:51 AM,Decker_IsSW,Decker_IsS,10.97,19:33,1174,0.56,13.46,Delta,,92,BenBr01,CarBr04,BenBr01 CarBr04,CarBr04 BenBr01,9.5,
92,14,45,3/6/13 3:43 AM,Decker_IsSW,Decker_IsS,3/24/13 5:09 PM,BenBr03,BeniciaBridge,33.68,13:26,26726,0.08,1.81,Delta,,93,CarBr05,BenBr03,CarBr05 BenBr03,BenBr03 CarBr05,9.57,
93,14,45,3/27/13 6:45 PM,BenBr04,BeniciaBridge,3/28/13 6:45 AM,CarBr01,Carquinez Bridge,9.97,12:00,720,0.83,19.94,Delta,,94,BenBrCenter,CarBr03,BenBrCenter CarBr03,CarBr03 BenBrCenter,9.61,
94,14,45,3/28/13 6:46 AM,CarBr01,Carquinez Bridge,4/7/13 3:29 PM,RichBr_3_2009,RichmondBridge,26.03,8:43,14923,0.10,2.51,Migrate,,95,CarBr04,BenBr03,CarBr04 BenBr03,BenBr03 CarBr04,9.5,
95,17,38,3/11/13 5:48 AM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,3/13/13 11:37 PM,AntiochS,SJ_Antioch,skipped a station,17:48,3949,#VALUE!,#VALUE!,,,96,BenBr02,CarBr04,BenBr02 CarBr04,CarBr04 BenBr02,9.51,
96,17,38,3/19/13 12:37 PM,AntiochS,SJ_Antioch,3/21/13 12:09 AM,Decker_IsSW,Decker_IsS,10.97,11:31,2132,0.31,7.41,Delta,,97,Carq_East,RichBr_13_2009,Carq_East RichBr_13_2009,RichBr_13_2009 Carq_East,25.74,
97,17,38,3/21/13 1:17 PM,Decker_IsSW,Decker_IsS,3/23/13 1:06 AM,AntiochS,SJ_Antioch,10.97,11:48,2149,0.31,7.35,Delta,,98,RichBr_E_Channel_2009,GG3,RichBr_E_Channel_2009 GG3,GG3 RichBr_E_Channel_2009,13.6,
98,17,38,3/23/13 4:40 AM,AntiochS,SJ_Antioch,3/24/13 2:51 AM,Decker_IsSW,Decker_IsS,10.97,22:10,1331,0.49,11.87,Delta,,99,GG4,BayBr10,GG4 BayBr10,BayBr10 GG4,13.38,
99,17,38,3/29/13 4:48 PM,Decker_IsSW,Decker_IsS,3/29/13 6:59 PM,Decker_IsN,Decker_IsNorth,4.26,2:10,131,1.95,46.87,Delta,,100,BayBr18,GG8,BayBr18 GG8,GG8 BayBr18,14.16,
100,17,38,3/29/13 7:21 PM,Decker_IsN,Decker_IsNorth,3/29/13 10:43 PM,Decker_IsSW,Decker_IsS,4.26,3:22,202,1.26,30.35,Delta,,101,GG7.2,BayBr16B,GG7.2 BayBr16B,BayBr16B GG7.2,12.89,
101,17,38,3/29/13 11:18 PM,Decker_IsSW,Decker_IsS,3/30/13 2:40 AM,Decker_IsN,Decker_IsNorth,4.26,3:22,202,1.26,30.34,Delta,,102,BayBr11,GG9,BayBr11 GG9,GG9 BayBr11,13.99,
102,17,38,3/30/13 3:10 AM,Decker_IsN,Decker_IsNorth,3/31/13 12:00 AM,Decker_IsSW,Decker_IsS,4.26,20:49,1250,0.20,4.91,Delta,,103,GG8,BayBr16A,GG8 BayBr16A,BayBr16A GG8,13.86,
103,17,38,3/31/13 3:02 AM,Decker_IsSW,Decker_IsS,3/31/13 4:07 AM,Decker_IsN,Decker_IsNorth,4.26,1:04,65,3.96,94.98,Delta,,104,BayBr16A,GG9,BayBr16A GG9,GG9 BayBr16A,14.47,
104,17,38,3/31/13 4:19 AM,Decker_IsN,Decker_IsNorth,3/31/13 6:54 AM,RioVistaBr03,SR_RioVista,6.95,2:34,155,2.70,64.75,Delta,,105,GG9,BayBr11,GG9 BayBr11,BayBr11 GG9,14.19,
105,17,38,4/1/13 11:21 AM,RioVistaBr02,SR_RioVista,4/2/13 2:29 AM,Decker_IsN,Decker_IsNorth,7.01,15:07,908,0.46,11.12,Delta,,106,BayBr08.5,Berkeley_Marina,BayBr08.5 Berkeley_Marina,Berkeley_Marina BayBr08.5,6.61,
106,17,38,4/2/13 4:33 AM,Decker_IsN,Decker_IsNorth,6/7/13 9:53 PM,Decker_IsSW,Decker_IsS,4.26,17:20,96081,0.00,0.06,Delta,,107,Berkeley_Marina,RichBr_15_2009,Berkeley_Marina RichBr_15_2009,RichBr_15_2009 Berkeley_Marina,15.01,
107,17,38,6/12/13 2:35 PM,Decker_IsCL3,Decker_IsS,6/16/13 2:06 PM,BenBr06,BeniciaBridge,33.57,23:31,5731,0.35,8.43,Delta,,108,RichBr_16_2009,CarBr01,RichBr_16_2009 CarBr01,CarBr01 RichBr_16_2009,25.69,
108,17,38,6/16/13 2:53 PM,BenBr05,BeniciaBridge,6/17/13 1:07 PM,CarBr02,Carquinez Bridge,10.06,22:14,1335,0.45,10.85,Delta,,109,FranksTractE,Quimby_E_Point,FranksTractE Quimby_E_Point,Quimby_E_Point FranksTractE,5.7,
109,17,38,6/17/13 7:58 PM,CarBr03,Carquinez Bridge,6/23/13 2:23 PM,SP_Petaluma_G3,SP_Petaluma_Channel,18.06,18:24,8304,0.13,3.13,Migrate,,110,Quimby_E_Point,MidR,Quimby_E_Point MidR,MidR Quimby_E_Point,12.23,
110,17,38,6/23/13 2:23 PM,SP_Petaluma_G3,SP_Petaluma_Channel,6/28/13 8:22 PM,RichBr_3_2009,RichmondBridge,14.37,5:59,7559,0.11,2.74,Migrate,,111,MidR,SJ_PrisonersPointN,MidR SJ_PrisonersPointN,SJ_PrisonersPointN MidR,15.27,
111,17,38,6/28/13 8:41 PM,RichBr_1_2009,RichmondBridge,6/29/13 1:40 PM,GG5.1,GoldenGate,16.48,16:59,1020,0.97,23.28,Migrate,,112,AntiochBridge20,BenBr02,AntiochBridge20 BenBr02,BenBr02 AntiochBridge20,35.59,
112,17,38,6/29/13 1:49 PM,GG5.1,GoldenGate,6/30/13 5:18 AM,BayBr10,BayBridge,16.63,15:29,930,1.07,25.76,Migrate,,113,BenBr02,CarBr03,BenBr02 CarBr03,CarBr03 BenBr02,9.95,
113,17,38,6/30/13 6:53 AM,BayBr10,BayBridge,7/2/13 6:02 PM,RichBr_26_2009,RichmondBridge,17.83,11:08,3549,0.30,7.23,Migrate,,114,CarBr03,RichBr_16_2009,CarBr03 RichBr_16_2009,RichBr_16_2009 CarBr03,26.33,
114,18,36,5/16/13 11:48 PM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,5/17/13 4:03 AM,SJ_BlwFalse2,SJ_Blw_False,7.12,4:14,255,1.68,40.25,Delta,,115,RichBr_16_2009,GG5.1,RichBr_16_2009 GG5.1,GG5.1 RichBr_16_2009,15.26,
115,18,36,5/17/13 10:30 AM,SJ_BlwFalse_SE,SJ_Blw_False,5/17/13 1:07 PM,AntiochBridge20,Antioch_Br,5.79,2:37,158,2.20,52.89,Delta,,116,GG8,RichBr_25_2009,GG8 RichBr_25_2009,RichBr_25_2009 GG8,14.85,
116,18,36,5/17/13 1:21 PM,AntiochBridge15,Antioch_Br,5/20/13 1:06 PM,BenBr05,BeniciaBridge,36.44,23:44,4305,0.51,12.19,Delta,,117,RichBr_26_2009,CarBr01,RichBr_26_2009 CarBr01,CarBr01 RichBr_26_2009,26.67,
117,18,36,5/21/13 4:24 AM,BenBr02,BeniciaBridge,5/21/13 3:51 PM,Carq_West,Carquinez Bridge,9.52,11:26,686,0.83,19.97,Delta,,118,RichBr_16_2009,GG6,RichBr_16_2009 GG6,GG6 RichBr_16_2009,12.29,
118,18,36,5/29/13 7:07 AM,CarBr04,Carquinez Bridge,5/30/13 9:24 AM,RichBr_13_2009,RichmondBridge,25.74,2:16,1577,0.98,23.51,Migrate,,119,GG6,BayBr10,GG6 BayBr10,BayBr10 GG6,9.61,
119,18,36,5/30/13 8:35 PM,RichBr_9_2009,RichmondBridge,5/31/13 10:45 AM,GG9,GoldenGate,15.00,14:09,850,1.06,25.42,Migrate,,120,BayBr10,GG1,BayBr10 GG1,GG1 BayBr10,10.21,
120,25,53,2/28/13 9:03 PM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,3/1/13 4:28 AM,FranksTractW,FranksTractW,7.30,7:25,446,0.98,23.59,Delta,,121,FranksTractW,SJ_PrisonersPointN,FranksTractW SJ_PrisonersPointN,SJ_PrisonersPointN FranksTractW,skipped a station,
121,25,53,3/1/13 11:12 PM,FranksTractW,FranksTractW,3/3/13 6:45 AM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,6.75,7:33,1894,0.21,5.13,Delta,,122,SJ_MedfordChannel,SJ_DWC_N,SJ_MedfordChannel SJ_DWC_N,SJ_DWC_N SJ_MedfordChannel,11.01,
122,25,53,3/5/13 2:28 AM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,3/7/13 12:27 AM,SJ_PrisonersPointN,SJ_PrisonersPt,11.68,21:59,2759,0.25,6.10,Delta,,123,SJ_DWC_S,SJ_MedfordChannel,SJ_DWC_S SJ_MedfordChannel,SJ_MedfordChannel SJ_DWC_S,10.98,
123,25,53,3/11/13 6:37 AM,SJ_PrisonersPointN,SJ_PrisonersPt,3/11/13 3:14 PM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,11.68,8:37,517,1.35,32.50,Delta,,124,SJ_MedfordChannel,Quimby_E_Point,SJ_MedfordChannel Quimby_E_Point,Quimby_E_Point SJ_MedfordChannel,3.79,
124,25,53,3/11/13 6:01 PM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,3/12/13 3:34 AM,FranksTractW,FranksTractW,7.30,9:32,573,0.76,18.35,Delta,,125,MidR,SJ_MedfordChannel,MidR SJ_MedfordChannel,SJ_MedfordChannel MidR,14.01,
125,25,53,3/12/13 7:37 AM,FranksTractW,FranksTractW,3/12/13 9:11 PM,AntiochS,SJ_Antioch,skipped a station,13:34,814,#VALUE!,#VALUE!,,,126,SJ_PrisonersPointN,Quimby_E_Point,SJ_PrisonersPointN Quimby_E_Point,Quimby_E_Point SJ_PrisonersPointN,13.81,
126,25,53,3/13/13 1:29 AM,AntiochS,SJ_Antioch,3/13/13 6:53 PM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,skipped a station,17:23,1044,#VALUE!,#VALUE!,,,127,SJ_BlwFalse2,AntiochBridge19,SJ_BlwFalse2 AntiochBridge19,AntiochBridge19 SJ_BlwFalse2,5.78,
127,25,53,3/16/13 11:11 AM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,3/16/13 12:59 PM,ThreeMile_SJbrnW,ThreeMileSouth,4.52,1:47,107,2.52,60.55,Delta,,128,AntiochBridge13,SJ_BlwFalse_SE,AntiochBridge13 SJ_BlwFalse_SE,SJ_BlwFalse_SE AntiochBridge13,6.03,
128,25,53,3/16/13 6:04 PM,ThreeMile_SJbrnW,ThreeMileSouth,3/17/13 4:14 AM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,4.52,10:09,610,0.44,10.68,Delta,,129,AntiochBridge15,SJ_BlwFalse_SE,AntiochBridge15 SJ_BlwFalse_SE,SJ_BlwFalse_SE AntiochBridge15,5.96,
129,25,53,3/18/13 11:18 AM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,3/18/13 1:29 PM,ThreeMile_SJbrnW,ThreeMileSouth,4.52,2:11,131,2.07,49.60,Delta,,130,FranksTractW,SJ_BlwFalse4,FranksTractW SJ_BlwFalse4,SJ_BlwFalse4 FranksTractW,2.53,
130,25,53,3/18/13 3:26 PM,ThreeMile_SacBrnSE,ThreeMileNorth,3/19/13 3:50 AM,Decker_IsSW,Decker_IsS,7.95,12:23,744,0.64,15.40,Delta,,131,AntiochBridge20,Decker_IsSW,AntiochBridge20 Decker_IsSW,Decker_IsSW AntiochBridge20,10.55,
131,25,53,3/19/13 10:11 AM,Decker_IsSW,Decker_IsS,3/23/13 4:26 PM,BenBr02,BeniciaBridge,34.09,6:14,6135,0.33,8.00,Delta,,132,CarBr01,RichBr_24_2009,CarBr01 RichBr_24_2009,RichBr_24_2009 CarBr01,25.89,
132,25,53,4/1/13 9:58 AM,BenBr03,BeniciaBridge,4/1/13 12:33 PM,CarBr04,Carquinez Bridge,9.50,2:35,155,3.68,88.25,Delta,,133,RichBr_15_2009,CarBr03,RichBr_15_2009 CarBr03,CarBr03 RichBr_15_2009,25.67,
133,25,53,4/1/13 4:06 PM,CarBr03,Carquinez Bridge,4/1/13 6:32 PM,BenBr04,BeniciaBridge,9.60,2:26,146,3.93,94.37,Delta,,134,AntiochS,BenBr04,AntiochS BenBr04,BenBr04 AntiochS,27.86,
134,25,53,4/2/13 9:47 AM,BenBrCenter,BeniciaBridge,4/2/13 12:10 PM,CarBr04,Carquinez Bridge,9.68,2:23,143,4.05,97.14,Delta,,135,BenBrCenter,Martinez_Marina,BenBrCenter Martinez_Marina,Martinez_Marina BenBrCenter,1.92,
135,25,53,4/3/13 5:05 PM,CarBr02,Carquinez Bridge,4/3/13 8:18 PM,BenBr03,BeniciaBridge,9.57,3:12,193,2.98,71.50,Delta,,136,Martinez_Marina,BenBr02,Martinez_Marina BenBr02,BenBr02 Martinez_Marina,2.01,
136,25,53,4/4/13 10:18 AM,BenBr01,BeniciaBridge,4/4/13 2:32 PM,CarBr04,Carquinez Bridge,9.50,4:14,255,2.24,53.70,Delta,,137,BenBr04,CarBr05,BenBr04 CarBr05,CarBr05 BenBr04,9.84,
137,25,53,4/4/13 7:28 PM,CarBr05,Carquinez Bridge,4/4/13 10:30 PM,BenBr03,BeniciaBridge,9.57,3:02,182,3.15,75.68,Delta,,138,BenBrCenter,CarBr05,BenBrCenter CarBr05,CarBr05 BenBrCenter,9.59,
138,25,53,4/5/13 12:31 PM,BenBrCenter,BeniciaBridge,4/5/13 3:34 PM,CarBr03,Carquinez Bridge,9.61,3:03,183,3.14,75.45,Delta,,139,CarBr05,BenBr01,CarBr05 BenBr01,BenBr01 CarBr05,9.79,
139,25,53,4/5/13 8:13 PM,CarBr04,Carquinez Bridge,4/5/13 10:48 PM,BenBr03,BeniciaBridge,9.50,2:35,155,3.67,88.17,Delta,,140,CarBr03,Martinez_Marina,CarBr03 Martinez_Marina,Martinez_Marina CarBr03,8.64,
140,25,53,4/6/13 2:30 AM,BenBr02,BeniciaBridge,4/6/13 5:25 AM,CarBr04,Carquinez Bridge,9.51,2:54,175,3.26,78.28,Delta,,141,Martinez_Marina,BenBr04,Martinez_Marina BenBr04,BenBr04 Martinez_Marina,1.96,
141,25,53,4/6/13 12:06 PM,Carq_East,Carquinez Bridge,4/7/13 3:34 AM,RichBr_13_2009,RichmondBridge,25.74,15:28,928,1.66,39.94,Migrate,,142,CarBr05,Martinez_Marina,CarBr05 Martinez_Marina,Martinez_Marina CarBr05,8.67,
142,25,53,4/7/13 2:02 PM,RichBr_E_Channel_2009,RichmondBridge,4/8/13 3:16 AM,GG3,GoldenGate,13.60,13:14,794,1.03,24.65,Migrate,,143,Decker_IsCL3,BenBr03,Decker_IsCL3 BenBr03,BenBr03 Decker_IsCL3,34.02,
143,25,53,4/12/13 6:40 PM,GG4,GoldenGate,5/30/13 1:32 AM,BayBr10,BayBridge,13.38,6:51,68091,0.01,0.28,Migrate,,144,BenBr04,Carq_West,BenBr04 Carq_West,Carq_West BenBr04,9.78,
144,25,53,5/31/13 7:59 AM,BayBr18,BayBridge,5/31/13 9:49 AM,GG8,GoldenGate,14.16,1:49,110,7.73,185.59,Migrate,,145,CarBr01,BenBrCenter,CarBr01 BenBrCenter,BenBrCenter CarBr01,9.88,
145,25,53,5/31/13 1:43 PM,GG7.2,GoldenGate,6/1/13 2:19 AM,BayBr16B,BayBridge,12.89,12:36,756,1.02,24.55,Migrate,,146,AntiochBridge13,CarBr02,AntiochBridge13 CarBr02,CarBr02 AntiochBridge13,skipped a station,
146,25,53,6/1/13 9:17 AM,BayBr11,BayBridge,6/1/13 12:23 PM,GG9,GoldenGate,14.19,3:06,186,4.57,109.73,Migrate,,147,CarBr02,BenBr01,CarBr02 BenBr01,BenBr01 CarBr02,9.45,
147,25,53,6/1/13 3:42 PM,GG8,GoldenGate,6/1/13 5:46 PM,BayBr16A,BayBridge,13.86,2:03,124,6.71,161.00,Migrate,,148,BenBr02,RichBr_19_2009,BenBr02 RichBr_19_2009,RichBr_19_2009 BenBr02,skipped a station,35.82
148,25,53,6/1/13 7:53 PM,BayBr16A,BayBridge,6/1/13 9:57 PM,GG9,GoldenGate,14.47,2:04,124,7.00,167.97,Migrate,,149,RichBr_22_2009,GG1,RichBr_22_2009 GG1,GG1 RichBr_22_2009,14.16,
149,25,53,6/26/13 12:13 PM,GG9,GoldenGate,6/26/13 11:12 PM,BayBr11,BayBridge,13.99,10:59,659,1.27,30.55,Migrate,,150,GG1,BenBr01,GG1 BenBr01,BenBr01 GG1,skipped a station,
150,25,53,6/27/13 7:53 PM,BayBr08.5,BayBridge,6/28/13 6:22 PM,Berkeley_Marina,Berkeley_Marina,6.61,22:28,1349,0.29,7.06,Migrate,,151,CarBr02,BenBrCenter,CarBr02 BenBrCenter,BenBrCenter CarBr02,9.98,
151,25,53,6/28/13 6:22 PM,Berkeley_Marina,Berkeley_Marina,7/2/13 7:00 AM,RichBr_15_2009,RichmondBridge,15.01,12:38,5078,0.18,4.26,Migrate,,152,BenBr05,Carq_East,BenBr05 Carq_East,Carq_East BenBr05,10.04,
152,25,53,7/16/13 10:21 AM,RichBr_16_2009,RichmondBridge,9/27/13 5:05 PM,CarBr01,Carquinez Bridge,25.69,6:44,105525,0.01,0.35,Delta,,153,Decker_IsSW,RioVistaBr02,Decker_IsSW RioVistaBr02,RioVistaBr02 Decker_IsSW,12.92,
153,27,40,3/2/13 3:50 AM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,3/2/13 7:41 PM,FranksTractE,FranksTractE,10.63,15:50,950,0.67,16.10,Delta,,154,AntiochS,BenBr03,AntiochS BenBr03,BenBr03 AntiochS,28.03,
154,27,40,3/2/13 7:48 PM,FranksTractE,FranksTractE,3/3/13 7:23 PM,Quimby_E_Point,Quimby,5.70,23:35,1415,0.24,5.80,Delta,,155,CarBr05,BenBr02,CarBr05 BenBr02,BenBr02 CarBr05,9.75,
155,27,40,3/3/13 7:59 PM,Quimby_E_Point,Quimby,3/6/13 2:01 AM,MidR,MiddleRv,12.23,6:01,3241,0.23,5.43,Delta,,156,BenBrCenter,RichBr_16_2009,BenBrCenter RichBr_16_2009,RichBr_16_2009 BenBrCenter,skipped a station,
156,27,40,3/6/13 5:15 AM,MidR,MiddleRv,4/12/13 5:59 PM,SJ_PrisonersPointN,SJ_PrisonersPt,15.27,12:44,54045,0.02,0.41,Delta,,157,RichBr_29_2009,SP_Petaluma_G3,RichBr_29_2009 SP_Petaluma_G3,SP_Petaluma_G3 RichBr_29_2009,14.35,
157,27,40,6/5/13 12:11 PM,SJ_PrisonersPointN,SJ_PrisonersPt,6/16/13 8:12 PM,SJ_MedfordChannel,SJ_MedfordChannel,5.21,8:01,16321,0.02,0.46,Delta,,158,CarBr04,SP_Petaluma_RR_Bridge,CarBr04 SP_Petaluma_RR_Bridge,SP_Petaluma_RR_Bridge CarBr04,25.57,
158,27,40,6/17/13 7:27 PM,SJ_MedfordChannel,SJ_MedfordChannel,6/18/13 2:42 AM,SJ_PrisonersPointN,SJ_PrisonersPt,5.21,7:15,436,0.72,17.21,Delta,,159,SP_Petaluma_RR_Bridge,SP_Petaluma_G3,SP_Petaluma_RR_Bridge SP_Petaluma_G3,SP_Petaluma_G3 SP_Petaluma_RR_Bridge,9.1,
159,27,40,6/18/13 3:12 AM,SJ_PrisonersPointN,SJ_PrisonersPt,6/18/13 7:27 PM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,11.68,16:14,974,0.72,17.27,Delta,,160,SP_Petaluma_G3,RichBr_29_2009,SP_Petaluma_G3 RichBr_29_2009,RichBr_29_2009 SP_Petaluma_G3,13.89,
160,27,40,6/19/13 3:21 PM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,6/19/13 6:40 PM,SJ_BlwFalse2,SJ_Blw_False,7.12,3:18,198,2.15,51.71,Delta,,161,RichBr_10_2009,SP_Petaluma_G3,RichBr_10_2009 SP_Petaluma_G3,SP_Petaluma_G3 RichBr_10_2009,13.69,
161,27,40,6/19/13 8:46 PM,SJ_BlwFalse_SE,SJ_Blw_False,6/20/13 3:39 AM,AntiochBridge20,Antioch_Br,5.79,6:53,413,0.84,20.18,Delta,,162,SP_Petaluma_G5,RichBr_16_2009,SP_Petaluma_G5 RichBr_16_2009,RichBr_16_2009 SP_Petaluma_G5,15.24,
162,27,40,6/20/13 3:44 AM,AntiochBridge20,Antioch_Br,6/24/13 1:32 AM,BenBr02,BeniciaBridge,35.59,21:48,5629,0.38,9.11,Delta,,163,,,,,,
163,27,40,6/24/13 3:59 AM,BenBr02,BeniciaBridge,6/24/13 6:56 AM,CarBr03,Carquinez Bridge,9.54,2:56,177,3.24,77.66,Delta,,164,,, , ,,
164,27,40,6/24/13 6:58 AM,CarBr03,Carquinez Bridge,6/25/13 5:20 AM,RichBr_16_2009,RichmondBridge,26.33,22:21,1341,1.18,28.27,Migrate,,165,,, , ,,
165,27,40,6/28/13 9:56 PM,RichBr_16_2009,RichmondBridge,6/29/13 9:27 PM,GG5.1,GoldenGate,15.26,23:31,1411,0.65,15.57,Migrate,,166,,, , ,,
166,27,40,6/30/13 3:15 AM,GG8,GoldenGate,7/1/13 2:30 PM,RichBr_25_2009,RichmondBridge,14.85,11:15,2115,0.42,10.11,Migrate,,167,,, , ,,
167,27,40,7/1/13 2:42 PM,RichBr_26_2009,RichmondBridge,7/3/13 8:09 PM,CarBr01,Carquinez Bridge,26.67,5:27,3207,0.50,11.97,Migrate,,168,,, , ,,
168,27,40,7/3/13 8:09 PM,CarBr01,Carquinez Bridge,7/5/13 3:03 AM,RichBr_3_2009,RichmondBridge,26.03,6:53,1854,0.84,20.22,Migrate,,169,,, , ,,
169,27,40,7/7/13 1:13 AM,RichBr_16_2009,RichmondBridge,7/7/13 5:59 AM,GG6,GoldenGate,12.29,4:45,286,2.58,61.93,Migrate,,170,,, , ,,
170,27,40,7/9/13 4:38 PM,GG6,GoldenGate,9/6/13 8:25 AM,BayBr10,BayBridge,9.61,15:47,84468,0.01,0.16,Migrate,,171,,, , ,,
171,27,40,9/8/13 3:58 AM,BayBr10,BayBridge,9/9/13 1:36 AM,GG1,GoldenGate,10.21,21:38,1298,0.47,11.33,Migrate,,172,,, , ,,
172,28,44,2/28/13 9:49 PM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,3/4/13 10:33 PM,FranksTractW,FranksTractW,7.30,0:43,5804,0.08,1.81,Delta,,,,, , ,,
173,28,44,6/3/13 7:27 AM,FranksTractW,FranksTractW,6/3/13 8:36 AM,SJ_BlwFalse2,SJ_Blw_False,2.56,1:09,69,2.21,53.08,Delta,,,Maybe after the Rich Bridge can be considered migration.. ,, , ,,
174,28,44,6/3/13 9:16 AM,SJ_BlwFalse2,SJ_Blw_False,6/3/13 10:23 AM,FranksTractW,FranksTractW,2.56,1:07,67,2.29,54.94,Delta,,,Migration,"Rich Bridge,  SF Bay,Golen Gate",,,,
175,28,44,6/3/13 10:39 AM,FranksTractW,FranksTractW,6/5/13 2:17 PM,SJ_PrisonersPointN,SJ_PrisonersPt,skipped a station,3:37,3098,#VALUE!,#VALUE!,Delta,,,Delta,"Central,North,East?",,,,
176,28,44,6/6/13 11:43 AM,SJ_PrisonersPointN,SJ_PrisonersPt,6/6/13 1:30 PM,SJ_MedfordChannel,SJ_MedfordChannel,5.21,1:47,107,2.91,69.84,Delta,,,Fish Number,Fish Length,Depth,,,
177,28,44,6/6/13 10:07 PM,SJ_MedfordChannel,SJ_MedfordChannel,6/8/13 3:29 AM,SJ_DWC_N,SJ_Blackslough,11.01,5:21,1762,0.37,9.00,Delta,,Worked on,4,41,NULL,,,
178,28,44,6/8/13 6:15 AM,SJ_DWC_S,SJ_Blackslough,6/8/13 12:27 PM,SJ_MedfordChannel,SJ_MedfordChannel,10.98,6:11,371,1.77,42.59,Delta,,Worked on,7,41,NULL,,,
179,28,44,6/8/13 2:07 PM,SJ_MedfordChannel,SJ_MedfordChannel,6/8/13 7:48 PM,SJ_DWC_N,SJ_Blackslough,11.01,5:41,342,1.93,46.41,Delta,,Worked on,12,46,NULL,,,
180,28,44,6/9/13 9:33 AM,SJ_DWC_N,SJ_Blackslough,6/10/13 12:22 PM,SJ_MedfordChannel,SJ_MedfordChannel,11.01,2:48,1609,0.41,9.85,Delta,,Worked on,14,45,NULL,,,
181,28,44,6/11/13 12:58 AM,SJ_MedfordChannel,SJ_MedfordChannel,6/12/13 1:49 PM,Quimby_E_Point,Quimby,3.79,12:50,2211,0.10,2.47,Delta,,Worked on,17,38,NULL,,,
182,28,44,6/12/13 4:46 PM,Quimby_E_Point,Quimby,6/13/13 7:03 AM,MidR,MiddleRv,12.23,14:16,857,0.86,20.56,Delta,,Worked on,18,36,NULL,,,
183,28,44,6/13/13 11:01 AM,MidR,MiddleRv,6/15/13 3:27 PM,SJ_MedfordChannel,SJ_MedfordChannel,14.01,4:26,3147,0.27,6.41,Delta,,Worked on,25,53,NULL,,,
184,28,44,6/16/13 2:08 PM,SJ_MedfordChannel,SJ_MedfordChannel,6/16/13 4:25 PM,SJ_PrisonersPointN,SJ_PrisonersPt,5.21,2:16,137,2.29,54.91,Delta,,Worked on,27,40,NULL,,,
185,28,44,6/16/13 6:09 PM,SJ_PrisonersPointN,SJ_PrisonersPt,6/17/13 3:00 AM,Quimby_E_Point,Quimby,13.81,8:50,531,1.56,37.47,Delta,,Worked on,28,44,NULL,,,
